Galaksi,Sinif,R_kpc,Sigma_yildiz_Msun_pc2,g_bar_ms2,F4_payi,bastirma_s,M_tut_bolu_m_n
NGC5371,Sb–Sbc,14.48,76.69,1.023e-10,0.441,0.2910,0.0847
NGC5371,Sb–Sbc,17.28,49.25,8.480e-11,0.465,0.3392,0.1150
NGC5371,Sb–Sbc,20.20,32.67,7.330e-11,0.480,0.2938,0.0863
NGC5371,Sb–Sbc,23.12,16.22,6.157e-11,0.502,0.3091,0.0955
NGC5371,Sb–Sbc,26.04,6.95,4.851e-11,0.537,0.3495,0.1222
NGC5371,Sb–Sbc,28.84,3.61,3.847e-11,0.571,0.3695,0.1366
NGC5371,Sb–Sbc,31.76,2.08,3.109e-11,0.601,0.3253,0.1058
NGC5371,Sb–Sbc,34.68,0.72,2.579e-11,0.625,0.3320,0.1102
NGC5371,Sb–Sbc,37.48,0.00,2.112e-11,0.653,0.4104,0.1684
NGC5371,Sb–Sbc,40.40,0.00,1.768e-11,0.675,0.4729,0.2236
NGC5371,Sb–Sbc,43.32,0.00,1.507e-11,0.694,0.4975,0.2475
NGC5371,Sb–Sbc,46.24,0.00,1.306e-11,0.710,0.5861,0.3435
NGC5985,Sb–Sbc,4.23,149.31,1.143e-10,0.273,6.7818,45.9924
NGC5985,Sb–Sbc,4.97,143.26,9.550e-11,0.360,5.6884,32.3579
NGC5985,Sb–Sbc,5.74,136.22,8.582e-11,0.408,4.8958,23.9691
NGC5985,Sb–Sbc,6.47,129.91,8.035e-11,0.436,4.2878,18.3854
NGC5985,Sb–Sbc,7.22,122.67,7.803e-11,0.449,3.9921,15.9370
NGC5985,Sb–Sbc,8.02,110.56,7.518e-11,0.461,4.0081,16.0646
NGC5985,Sb–Sbc,8.79,103.48,7.283e-11,0.469,3.6582,13.3823
NGC5985,Sb–Sbc,9.50,97.94,7.175e-11,0.471,3.4247,11.7289
NGC5985,Sb–Sbc,10.27,91.40,7.205e-11,0.468,3.3994,11.5558
NGC5985,Sb–Sbc,11.08,78.50,7.176e-11,0.466,3.1141,9.6976
NGC5985,Sb–Sbc,11.82,68.99,6.974e-11,0.469,2.9831,8.8989
NGC5985,Sb–Sbc,12.56,60.99,6.733e-11,0.473,2.8066,7.8771
NGC5985,Sb–Sbc,13.39,53.89,6.467e-11,0.478,2.7093,7.3402
NGC5985,Sb–Sbc,14.10,47.17,6.252e-11,0.482,2.4815,6.1580
NGC5985,Sb–Sbc,14.93,39.48,5.909e-11,0.490,2.2836,5.2148
NGC5985,Sb–Sbc,15.64,35.43,5.601e-11,0.498,2.2111,4.8891
NGC5985,Sb–Sbc,16.35,32.65,5.353e-11,0.504,2.0773,4.3152
NGC5985,Sb–Sbc,17.18,27.62,5.090e-11,0.511,2.0501,4.2030
NGC5985,Sb–Sbc,17.89,22.98,4.814e-11,0.519,1.9266,3.7119
NGC5985,Sb–Sbc,18.72,20.07,4.463e-11,0.531,1.9374,3.7534
NGC5985,Sb–Sbc,19.44,18.79,4.207e-11,0.540,2.0628,4.2551
NGC5985,Sb–Sbc,20.26,17.16,3.983e-11,0.548,1.9607,3.8445
NGC5985,Sb–Sbc,20.98,15.54,3.803e-11,0.555,1.9030,3.6216
NGC5985,Sb–Sbc,21.69,14.06,3.627e-11,0.561,1.9251,3.7059
NGC5985,Sb–Sbc,22.52,12.74,3.437e-11,0.569,1.9819,3.9281
NGC5985,Sb–Sbc,23.23,11.86,3.287e-11,0.576,2.0230,4.0925
NGC5985,Sb–Sbc,24.06,11.00,3.137e-11,0.582,1.9319,3.7321
NGC5985,Sb–Sbc,24.77,10.27,3.019e-11,0.587,1.8819,3.5416
NGC5985,Sb–Sbc,25.95,9.23,2.847e-11,0.593,1.9674,3.8708
NGC5985,Sb–Sbc,28.92,5.04,2.426e-11,0.611,1.8747,3.5146
NGC5985,Sb–Sbc,31.76,3.13,2.053e-11,0.634,1.8059,3.2614
NGC5985,Sb–Sbc,34.72,1.81,1.811e-11,0.647,1.7408,3.0304
NGC6195,Sb–Sbc,2.34,1120.27,6.976e-10,0.234,0.3757,0.1412
NGC6195,Sb–Sbc,3.33,715.07,5.157e-10,0.280,0.3881,0.1506
NGC6195,Sb–Sbc,4.34,470.68,4.072e-10,0.309,0.1655,0.0274
NGC6195,Sb–Sbc,5.35,354.00,3.310e-10,0.333,0.1085,0.0118
NGC6195,Sb–Sbc,8.32,137.86,2.125e-10,0.376,0.1967,0.0387
NGC6195,Sb–Sbc,9.34,115.99,1.834e-10,0.393,0.2527,0.0639
NGC6195,Sb–Sbc,10.38,98.97,1.626e-10,0.405,0.1828,0.0334
NGC6195,Sb–Sbc,11.36,82.65,1.459e-10,0.418,0.3370,0.1135
NGC6195,Sb–Sbc,12.34,73.96,1.314e-10,0.431,0.2639,0.0696
NGC6195,Sb–Sbc,13.32,70.97,1.209e-10,0.441,0.2887,0.0834
NGC6195,Sb–Sbc,14.30,66.27,1.134e-10,0.447,0.1632,0.0266
NGC6195,Sb–Sbc,15.47,57.79,1.066e-10,0.451,0.2658,0.0707
NGC6195,Sb–Sbc,16.35,49.75,1.009e-10,0.457,0.2715,0.0737
NGC6195,Sb–Sbc,17.92,42.47,9.150e-11,0.467,0.3026,0.0916
NGC6195,Sb–Sbc,19.10,36.23,8.568e-11,0.473,0.3547,0.1258
NGC6195,Sb–Sbc,22.52,18.25,6.847e-11,0.498,0.3591,0.1289
NGC6195,Sb–Sbc,26.05,8.70,5.208e-11,0.536,0.4893,0.2394
NGC6195,Sb–Sbc,29.48,4.82,4.013e-11,0.573,0.5827,0.3395
NGC6195,Sb–Sbc,33.00,3.82,3.181e-11,0.605,0.5484,0.3008
NGC6195,Sb–Sbc,36.43,3.25,2.689e-11,0.627,0.5973,0.3568
NGC6674,Sb–Sbc,7.49,141.07,1.330e-10,0.406,2.4015,5.7674
NGC6674,Sb–Sbc,12.54,53.33,8.150e-11,0.473,1.8763,3.5204
NGC6674,Sb–Sbc,17.45,20.18,5.111e-11,0.535,1.5035,2.2605
NGC6674,Sb–Sbc,22.47,9.86,3.450e-11,0.586,1.3845,1.9170
NGC6674,Sb–Sbc,27.48,4.17,2.503e-11,0.627,1.2296,1.5119
NGC6674,Sb–Sbc,32.50,1.81,1.850e-11,0.666,1.1894,1.4148
NGC6674,Sb–Sbc,37.51,0.79,1.415e-11,0.698,1.1133,1.2395
NGC6674,Sb–Sbc,42.42,0.35,1.136e-11,0.724,1.0606,1.1248
NGC6674,Sb–Sbc,47.44,0.15,9.208e-12,0.746,1.0534,1.1097
NGC6674,Sb–Sbc,52.45,0.07,7.456e-12,0.767,1.0991,1.2080
NGC6674,Sb–Sbc,57.47,0.03,6.382e-12,0.782,1.1665,1.3607
NGC6674,Sb–Sbc,62.48,0.01,5.484e-12,0.795,1.2180,1.4836
NGC6674,Sb–Sbc,67.40,0.01,4.653e-12,0.808,1.1970,1.4329
NGC6674,Sb–Sbc,72.41,0.00,3.938e-12,0.821,1.2310,1.5154
NGC7331,Sb–Sbc,7.48,98.47,2.796e-10,0.275,0.0623,0.0039
NGC7331,Sb–Sbc,8.55,62.85,2.158e-10,0.309,0.3172,0.1006
NGC7331,Sb–Sbc,9.62,54.38,1.772e-10,0.335,0.3370,0.1135
NGC7331,Sb–Sbc,10.66,39.85,1.491e-10,0.358,0.4377,0.1916
NGC7331,Sb–Sbc,11.74,34.44,1.264e-10,0.381,0.5238,0.2743
NGC7331,Sb–Sbc,12.83,27.54,1.100e-10,0.399,0.5516,0.3043
NGC7331,Sb–Sbc,13.91,21.71,9.650e-11,0.418,0.5771,0.3330
NGC7331,Sb–Sbc,15.00,17.68,8.467e-11,0.436,0.5757,0.3314
NGC7331,Sb–Sbc,16.08,15.34,7.518e-11,0.453,0.5959,0.3551
NGC7331,Sb–Sbc,17.07,13.66,6.831e-11,0.466,0.5829,0.3398
NGC7331,Sb–Sbc,18.15,11.91,6.262e-11,0.478,0.6125,0.3751
NGC7331,Sb–Sbc,19.24,9.99,5.800e-11,0.488,0.6470,0.4186
NGC7331,Sb–Sbc,20.32,7.08,5.353e-11,0.499,0.6758,0.4567
NGC7331,Sb–Sbc,21.41,4.69,4.866e-11,0.513,0.7220,0.5213
NGC7331,Sb–Sbc,22.49,3.79,4.439e-11,0.528,0.7786,0.6062
NGC7331,Sb–Sbc,23.48,3.24,4.108e-11,0.539,0.7734,0.5981
NGC7331,Sb–Sbc,24.57,2.67,3.741e-11,0.551,0.7985,0.6376
NGC7331,Sb–Sbc,25.65,2.19,3.428e-11,0.562,0.8189,0.6707
NGC7331,Sb–Sbc,26.74,1.76,3.158e-11,0.573,0.8737,0.7633
NGC7331,Sb–Sbc,27.82,1.42,2.910e-11,0.584,0.9176,0.8420
NGC7331,Sb–Sbc,28.91,1.14,2.676e-11,0.594,0.9515,0.9053
NGC7331,Sb–Sbc,29.89,0.94,2.483e-11,0.603,1.0104,1.0209
NGC7331,Sb–Sbc,30.98,0.76,2.292e-11,0.613,0.9744,0.9494
NGC7331,Sb–Sbc,32.06,0.61,2.131e-11,0.622,0.9988,0.9977
NGC7331,Sb–Sbc,33.15,0.49,1.996e-11,0.630,1.0559,1.1150
NGC7331,Sb–Sbc,34.23,0.40,1.873e-11,0.638,1.0448,1.0916
NGC7331,Sb–Sbc,35.32,0.00,1.755e-11,0.645,1.1219,1.2586
NGC7331,Sb–Sbc,36.31,0.00,1.639e-11,0.653,1.1053,1.2216
F571-8,Sc–Scd,3.44,17.99,5.473e-11,0.554,0.2079,0.0432
F571-8,Sc–Scd,3.78,12.51,4.655e-11,0.574,0.2946,0.0868
F571-8,Sc–Scd,4.77,4.25,2.925e-11,0.636,0.8935,0.7983
F571-8,Sc–Scd,5.44,3.32,2.273e-11,0.666,1.1484,1.3189
F571-8,Sc–Scd,6.11,3.08,1.805e-11,0.693,1.3089,1.7132
F571-8,Sc–Scd,7.22,2.70,1.353e-11,0.722,1.5799,2.4960
F571-8,Sc–Scd,9.33,1.40,8.579e-12,0.765,1.9555,3.8242
F571-8,Sc–Scd,11.10,0.89,6.431e-12,0.788,2.1192,4.4910
F571-8,Sc–Scd,15.55,0.00,3.467e-12,0.835,2.2717,5.1604
F583-4,Sc–Scd,0.76,30.04,6.776e-12,0.834,0.5668,0.3213
F583-4,Sc–Scd,1.31,21.02,9.043e-12,0.782,0.8728,0.7618
F583-4,Sc–Scd,1.94,15.54,9.094e-12,0.766,0.7164,0.5133
F583-4,Sc–Scd,3.92,4.82,6.648e-12,0.780,0.7777,0.6048
F583-4,Sc–Scd,4.35,4.34,6.128e-12,0.785,0.8175,0.6683
F583-4,Sc–Scd,5.00,3.19,5.640e-12,0.786,0.8448,0.7136
F583-4,Sc–Scd,5.05,3.10,5.590e-12,0.787,0.9429,0.8891
F583-4,Sc–Scd,5.83,1.85,4.908e-12,0.797,0.8489,0.7207
F583-4,Sc–Scd,6.09,1.76,4.729e-12,0.799,0.9207,0.8477
F583-4,Sc–Scd,6.74,1.45,4.667e-12,0.794,0.9469,0.8966
F583-4,Sc–Scd,7.29,0.00,4.081e-12,0.809,1.0180,1.0363
NGC0024,Sc–Scd,0.32,153.72,3.384e-11,0.651,1.0065,1.0131
NGC0024,Sc–Scd,0.43,134.29,3.366e-11,0.671,0.9405,0.8846
NGC0024,Sc–Scd,0.54,120.63,3.549e-11,0.662,1.3178,1.7367
NGC0024,Sc–Scd,0.64,111.34,3.538e-11,0.661,1.9575,3.8319
NGC0024,Sc–Scd,0.74,106.02,3.559e-11,0.657,2.0599,4.2432
NGC0024,Sc–Scd,0.85,103.05,3.682e-11,0.647,2.3794,5.6617
NGC0024,Sc–Scd,0.96,95.73,3.845e-11,0.634,2.3842,5.6845
NGC0024,Sc–Scd,1.07,89.95,3.968e-11,0.623,2.2116,4.8910
NGC0024,Sc–Scd,1.17,83.67,4.046e-11,0.615,2.1495,4.6201
NGC0024,Sc–Scd,1.28,79.57,4.139e-11,0.606,2.0760,4.3098
NGC0024,Sc–Scd,1.38,75.17,4.219e-11,0.598,2.0678,4.2757
NGC0024,Sc–Scd,1.48,69.73,4.329e-11,0.589,2.0388,4.1565
NGC0024,Sc–Scd,1.59,62.84,4.361e-11,0.583,2.1185,4.4880
NGC0024,Sc–Scd,1.70,55.70,4.371e-11,0.577,1.9934,3.9737
NGC0024,Sc–Scd,1.80,49.84,4.304e-11,0.577,2.0434,4.1754
NGC0024,Sc–Scd,1.91,43.90,4.225e-11,0.576,2.0165,4.0663
NGC0024,Sc–Scd,2.02,38.53,4.083e-11,0.579,2.1880,4.7874
NGC0024,Sc–Scd,2.13,34.48,3.947e-11,0.582,2.0460,4.1862
NGC0024,Sc–Scd,2.23,32.00,3.814e-11,0.585,2.1547,4.6428
NGC0024,Sc–Scd,2.34,28.97,3.703e-11,0.588,2.1377,4.5696
NGC0024,Sc–Scd,2.44,26.16,3.596e-11,0.590,2.2427,5.0298
NGC0024,Sc–Scd,2.54,23.73,3.480e-11,0.594,2.1879,4.7868
NGC0024,Sc–Scd,2.65,21.58,3.359e-11,0.597,2.0830,4.3389
NGC0024,Sc–Scd,2.76,19.64,3.242e-11,0.601,2.0873,4.3567
NGC0024,Sc–Scd,7.07,0.85,9.423e-12,0.763,1.3217,1.7469
NGC0024,Sc–Scd,8.49,0.24,6.590e-12,0.796,1.4143,2.0004
NGC0024,Sc–Scd,9.91,0.10,4.708e-12,0.823,1.5571,2.4244
NGC0024,Sc–Scd,11.27,0.00,3.517e-12,0.845,1.6365,2.6782
NGC0100,Sc–Scd,0.69,57.16,1.309e-11,0.782,0.1215,0.0148
NGC0100,Sc–Scd,1.15,46.49,1.660e-11,0.733,0.3100,0.0961
NGC0100,Sc–Scd,1.59,35.00,1.737e-11,0.711,0.4629,0.2142
NGC0100,Sc–Scd,2.05,27.31,1.700e-11,0.700,0.5631,0.3171
NGC0100,Sc–Scd,2.51,21.59,1.649e-11,0.692,0.6274,0.3936
NGC0100,Sc–Scd,2.97,16.57,1.600e-11,0.687,0.7336,0.5381
NGC0100,Sc–Scd,3.42,12.75,1.534e-11,0.685,0.8483,0.7196
NGC0100,Sc–Scd,3.88,8.05,1.387e-11,0.695,0.9746,0.9498
NGC0100,Sc–Scd,4.34,6.53,1.234e-11,0.708,1.0359,1.0731
NGC0100,Sc–Scd,4.79,4.88,1.110e-11,0.718,1.0547,1.1123
NGC0100,Sc–Scd,5.24,3.70,1.004e-11,0.728,1.0633,1.1307
NGC0100,Sc–Scd,5.70,2.52,8.893e-12,0.741,1.0265,1.0537
NGC0100,Sc–Scd,6.16,2.10,7.855e-12,0.754,1.0643,1.1326
NGC0100,Sc–Scd,7.16,1.19,6.192e-12,0.777,1.1698,1.3684
NGC0100,Sc–Scd,7.52,1.00,5.763e-12,0.784,1.1975,1.4340
NGC0100,Sc–Scd,7.98,0.81,5.291e-12,0.792,1.2305,1.5141
NGC0100,Sc–Scd,8.44,0.64,4.921e-12,0.799,1.2525,1.5689
NGC0100,Sc–Scd,8.90,0.48,4.620e-12,0.805,1.2703,1.6136
NGC0100,Sc–Scd,9.35,0.42,4.382e-12,0.810,1.2791,1.6360
NGC0100,Sc–Scd,9.62,0.41,4.287e-12,0.813,1.2773,1.6315
NGC0801,Sc–Scd,1.96,935.14,4.467e-10,0.275,1.4666,2.1510
NGC0801,Sc–Scd,2.73,656.86,4.161e-10,0.293,1.1678,1.3638
NGC0801,Sc–Scd,3.52,412.80,3.654e-10,0.306,0.9673,0.9356
NGC0801,Sc–Scd,10.59,79.75,1.125e-10,0.487,0.4484,0.2011
NGC0801,Sc–Scd,17.65,24.00,5.706e-11,0.567,0.4809,0.2313
NGC0801,Sc–Scd,24.61,18.12,3.677e-11,0.613,0.4624,0.2138
NGC0801,Sc–Scd,31.67,7.64,2.823e-11,0.635,0.4522,0.2045
NGC0801,Sc–Scd,38.74,2.97,2.033e-11,0.673,0.4735,0.2242
NGC0801,Sc–Scd,45.80,1.06,1.431e-11,0.715,0.5049,0.2549
NGC0801,Sc–Scd,52.86,0.60,1.096e-11,0.743,0.5580,0.3114
NGC0801,Sc–Scd,59.82,0.00,9.204e-12,0.760,0.5512,0.3039
NGC1003,Sc–Scd,2.08,53.80,3.311e-11,0.561,0.5209,0.2713
NGC1003,Sc–Scd,2.90,33.80,3.266e-11,0.567,0.5760,0.3317
NGC1003,Sc–Scd,3.73,23.64,2.812e-11,0.590,0.5977,0.3573
NGC1003,Sc–Scd,4.56,14.96,2.455e-11,0.605,0.6622,0.4385
NGC1003,Sc–Scd,5.39,7.33,2.118e-11,0.621,0.7855,0.6170
NGC1003,Sc–Scd,6.22,3.92,1.646e-11,0.660,0.9194,0.8453
NGC1003,Sc–Scd,7.04,2.62,1.369e-11,0.685,1.0579,1.1192
NGC1003,Sc–Scd,7.87,1.61,1.196e-11,0.704,1.1168,1.2472
NGC1003,Sc–Scd,8.70,1.01,1.037e-11,0.721,1.0024,1.0048
NGC1003,Sc–Scd,9.54,0.53,8.970e-12,0.738,0.9458,0.8945
NGC1003,Sc–Scd,10.34,0.29,7.757e-12,0.754,0.9515,0.9053
NGC1003,Sc–Scd,11.21,0.18,6.892e-12,0.767,0.8358,0.6986
NGC1003,Sc–Scd,11.98,0.11,6.329e-12,0.776,0.8236,0.6783
NGC1003,Sc–Scd,12.85,0.07,5.770e-12,0.785,0.8128,0.6606
NGC1003,Sc–Scd,13.72,0.04,5.275e-12,0.794,0.8331,0.6940
NGC1003,Sc–Scd,14.49,0.03,4.865e-12,0.801,0.8310,0.6905
NGC1003,Sc–Scd,15.36,0.01,4.454e-12,0.809,0.8852,0.7836
NGC1003,Sc–Scd,16.13,0.01,4.094e-12,0.815,0.9760,0.9526
NGC1003,Sc–Scd,17.00,0.01,3.866e-12,0.820,0.9501,0.9027
NGC1003,Sc–Scd,17.78,0.01,3.475e-12,0.828,0.9938,0.9876
NGC1003,Sc–Scd,18.65,0.00,3.160e-12,0.835,1.0951,1.1992
NGC1003,Sc–Scd,19.52,0.00,2.772e-12,0.844,1.1587,1.3426
NGC1003,Sc–Scd,20.29,0.00,2.570e-12,0.849,1.0913,1.1910
NGC1003,Sc–Scd,21.16,0.00,2.379e-12,0.854,1.0691,1.1429
NGC1003,Sc–Scd,21.93,0.00,2.165e-12,0.859,1.0918,1.1920
NGC1003,Sc–Scd,22.80,0.00,1.974e-12,0.865,1.1564,1.3374
NGC1003,Sc–Scd,23.67,0.00,1.767e-12,0.871,1.2148,1.4757
NGC1003,Sc–Scd,24.44,0.00,1.725e-12,0.873,1.2119,1.4688
NGC1003,Sc–Scd,25.31,0.00,1.611e-12,0.876,1.2149,1.4761
NGC1003,Sc–Scd,26.08,0.00,1.504e-12,0.880,1.2260,1.5032
NGC1003,Sc–Scd,26.95,0.00,1.530e-12,0.880,1.2370,1.5301
NGC1003,Sc–Scd,27.73,0.00,1.733e-12,0.874,1.1240,1.2635
NGC1003,Sc–Scd,28.60,0.00,1.731e-12,0.874,1.0412,1.0841
NGC1003,Sc–Scd,29.47,0.00,1.871e-12,0.870,0.9728,0.9464
NGC1003,Sc–Scd,30.24,0.00,2.029e-12,0.866,0.9291,0.8632
NGC2403,Sc–Scd,0.26,503.18,7.779e-11,0.591,0.6901,0.4762
NGC2403,Sc–Scd,0.36,469.13,9.963e-11,0.556,0.5481,0.3004
NGC2403,Sc–Scd,0.46,394.89,1.135e-10,0.527,0.6087,0.3705
NGC2403,Sc–Scd,0.56,312.32,1.181e-10,0.511,0.7826,0.6124
NGC2403,Sc–Scd,0.66,255.82,1.125e-10,0.513,0.8449,0.7138
NGC2403,Sc–Scd,0.76,234.66,1.074e-10,0.514,0.9835,0.9673
NGC2403,Sc–Scd,0.86,201.26,1.004e-10,0.521,1.0008,1.0017
NGC2403,Sc–Scd,0.96,190.59,9.516e-11,0.525,0.8807,0.7757
NGC2403,Sc–Scd,1.06,179.81,9.150e-11,0.527,0.8626,0.7441
NGC2403,Sc–Scd,1.16,172.71,8.885e-11,0.527,0.8416,0.7082
NGC2403,Sc–Scd,1.27,166.13,8.685e-11,0.526,0.9415,0.8865
NGC2403,Sc–Scd,1.36,158.78,8.719e-11,0.520,0.9616,0.9247
NGC2403,Sc–Scd,1.47,148.62,8.598e-11,0.517,0.8954,0.8017
NGC2403,Sc–Scd,1.57,143.36,8.577e-11,0.512,0.9154,0.8379
NGC2403,Sc–Scd,1.67,135.50,8.645e-11,0.506,0.9328,0.8701
NGC2403,Sc–Scd,1.77,126.19,8.664e-11,0.500,0.8388,0.7036
NGC2403,Sc–Scd,1.87,115.53,8.605e-11,0.497,0.8353,0.6978
NGC2403,Sc–Scd,1.97,107.25,8.537e-11,0.494,0.8407,0.7067
NGC2403,Sc–Scd,2.08,101.58,8.469e-11,0.491,0.8379,0.7021
NGC2403,Sc–Scd,2.18,88.89,8.441e-11,0.486,0.7374,0.5437
NGC2403,Sc–Scd,2.28,71.63,8.177e-11,0.489,0.7072,0.5002
NGC2403,Sc–Scd,2.37,62.73,7.793e-11,0.496,0.7046,0.4964
NGC2403,Sc–Scd,2.47,57.75,7.401e-11,0.503,0.6682,0.4465
NGC2403,Sc–Scd,2.57,54.32,7.059e-11,0.509,0.6981,0.4873
NGC2403,Sc–Scd,2.68,49.51,6.694e-11,0.516,0.6966,0.4853
NGC2403,Sc–Scd,2.78,45.83,6.396e-11,0.522,0.6943,0.4821
NGC2403,Sc–Scd,2.88,43.38,6.123e-11,0.528,0.7203,0.5189
NGC2403,Sc–Scd,2.98,41.90,5.888e-11,0.533,0.7429,0.5519
NGC2403,Sc–Scd,3.08,40.90,5.702e-11,0.536,0.7953,0.6325
NGC2403,Sc–Scd,3.19,39.18,5.516e-11,0.540,0.7491,0.5611
NGC2403,Sc–Scd,3.29,37.68,5.399e-11,0.541,0.7301,0.5330
NGC2403,Sc–Scd,3.39,35.99,5.303e-11,0.542,0.7713,0.5948
NGC2403,Sc–Scd,3.49,33.74,5.205e-11,0.543,0.8776,0.7702
NGC2403,Sc–Scd,3.59,31.20,5.081e-11,0.545,0.9583,0.9183
NGC2403,Sc–Scd,3.69,28.39,4.995e-11,0.546,1.0012,1.0025
NGC2403,Sc–Scd,3.79,26.21,4.880e-11,0.549,1.0504,1.1033
NGC2403,Sc–Scd,3.90,23.98,4.733e-11,0.552,1.1707,1.3706
NGC2403,Sc–Scd,3.99,22.29,4.611e-11,0.556,1.1607,1.3471
NGC2403,Sc–Scd,4.47,15.97,4.068e-11,0.572,1.1091,1.2300
NGC2403,Sc–Scd,4.97,12.09,3.576e-11,0.588,1.1723,1.3743
NGC2403,Sc–Scd,5.47,7.99,3.152e-11,0.603,1.2439,1.5474
NGC2403,Sc–Scd,5.96,5.66,2.770e-11,0.620,1.2664,1.6037
NGC2403,Sc–Scd,6.46,3.95,2.442e-11,0.636,1.2919,1.6689
NGC2403,Sc–Scd,6.96,2.75,2.196e-11,0.650,1.2739,1.6227
NGC2403,Sc–Scd,7.45,1.94,1.994e-11,0.663,1.2533,1.5708
NGC2403,Sc–Scd,7.95,1.35,1.821e-11,0.675,1.2321,1.5180
NGC2403,Sc–Scd,8.45,0.95,1.685e-11,0.685,1.2303,1.5136
NGC2403,Sc–Scd,8.94,0.67,1.574e-11,0.693,1.2276,1.5069
NGC2403,Sc–Scd,9.44,0.47,1.474e-11,0.701,1.1988,1.4372
NGC2403,Sc–Scd,9.94,0.33,1.380e-11,0.709,1.1518,1.3267
NGC2403,Sc–Scd,10.43,0.23,1.311e-11,0.716,1.1226,1.2602
NGC2403,Sc–Scd,10.93,0.16,1.243e-11,0.722,1.1215,1.2578
NGC2403,Sc–Scd,11.43,0.11,1.177e-11,0.728,1.1499,1.3222
NGC2403,Sc–Scd,11.92,0.08,1.111e-11,0.734,1.1373,1.2935
NGC2403,Sc–Scd,12.42,0.06,1.054e-11,0.739,1.1675,1.3630
NGC2403,Sc–Scd,12.92,0.04,9.995e-12,0.745,1.1779,1.3874
NGC2403,Sc–Scd,13.42,0.03,9.392e-12,0.751,1.1760,1.3831
NGC2403,Sc–Scd,13.91,0.02,8.803e-12,0.757,1.1805,1.3936
NGC2403,Sc–Scd,14.41,0.01,8.290e-12,0.763,1.1806,1.3938
NGC2403,Sc–Scd,14.91,0.01,7.825e-12,0.768,1.2027,1.4465
NGC2403,Sc–Scd,15.40,0.01,7.386e-12,0.774,1.2050,1.4520
NGC2403,Sc–Scd,15.90,0.01,6.958e-12,0.779,1.1872,1.4096
NGC2403,Sc–Scd,16.40,0.01,6.552e-12,0.784,1.2162,1.4790
NGC2403,Sc–Scd,16.89,0.00,6.145e-12,0.790,1.2282,1.5084
NGC2403,Sc–Scd,17.39,0.00,5.780e-12,0.795,1.2826,1.6452
NGC2403,Sc–Scd,17.89,0.00,5.426e-12,0.800,1.2952,1.6774
NGC2403,Sc–Scd,18.38,0.00,5.105e-12,0.805,1.2853,1.6519
NGC2403,Sc–Scd,18.88,0.00,4.799e-12,0.810,1.2532,1.5706
NGC2403,Sc–Scd,19.38,0.00,4.567e-12,0.813,1.2788,1.6354
NGC2403,Sc–Scd,19.87,0.00,4.406e-12,0.816,1.3169,1.7343
NGC2403,Sc–Scd,20.37,0.00,4.251e-12,0.819,1.2872,1.6569
NGC2403,Sc–Scd,20.87,0.00,4.109e-12,0.821,1.2578,1.5820
NGC2976,Sc–Scd,0.31,163.40,2.881e-11,0.731,0.1553,0.0241
NGC2976,Sc–Scd,0.38,153.25,3.035e-11,0.721,0.3536,0.1251
NGC2976,Sc–Scd,0.45,147.47,3.181e-11,0.710,0.3525,0.1243
NGC2976,Sc–Scd,0.52,143.41,3.353e-11,0.698,0.2299,0.0528
NGC2976,Sc–Scd,0.59,138.64,3.540e-11,0.685,0.2576,0.0664
NGC2976,Sc–Scd,0.66,133.17,3.717e-11,0.672,0.3238,0.1049
NGC2976,Sc–Scd,0.73,129.19,3.883e-11,0.661,0.3968,0.1575
NGC2976,Sc–Scd,0.80,125.03,4.037e-11,0.651,0.4548,0.2068
NGC2976,Sc–Scd,0.87,122.28,4.193e-11,0.640,0.4940,0.2441
NGC2976,Sc–Scd,0.94,122.77,4.395e-11,0.628,0.5275,0.2782
NGC2976,Sc–Scd,1.01,124.14,4.706e-11,0.611,0.4138,0.1712
NGC2976,Sc–Scd,1.08,118.94,5.057e-11,0.594,0.3886,0.1510
NGC2976,Sc–Scd,1.14,115.00,5.354e-11,0.580,0.5331,0.2842
NGC2976,Sc–Scd,1.21,114.42,5.781e-11,0.563,0.6874,0.4726
NGC2976,Sc–Scd,1.29,108.16,6.263e-11,0.544,0.7072,0.5001
NGC2976,Sc–Scd,1.35,101.63,6.623e-11,0.531,0.6755,0.4563
NGC2976,Sc–Scd,1.42,94.71,6.966e-11,0.519,0.6332,0.4009
NGC2976,Sc–Scd,1.49,87.03,7.274e-11,0.509,0.6191,0.3833
NGC2976,Sc–Scd,1.56,77.70,7.551e-11,0.500,0.6177,0.3815
NGC2976,Sc–Scd,1.63,67.30,7.689e-11,0.495,0.6638,0.4406
NGC2976,Sc–Scd,1.74,49.97,7.678e-11,0.493,0.7150,0.5112
NGC2976,Sc–Scd,1.93,29.21,6.632e-11,0.513,0.7423,0.5509
NGC2976,Sc–Scd,2.10,23.05,5.771e-11,0.535,0.9600,0.9217
NGC2976,Sc–Scd,2.27,20.77,5.145e-11,0.551,0.8310,0.6905
NGC2998,Sc–Scd,0.99,595.22,1.423e-10,0.540,2.2112,4.8894
NGC2998,Sc–Scd,1.98,444.22,1.430e-10,0.509,1.4538,2.1137
NGC2998,Sc–Scd,2.64,392.06,1.470e-10,0.487,1.7998,3.2392
NGC2998,Sc–Scd,3.63,351.27,1.730e-10,0.430,1.4382,2.0684
NGC2998,Sc–Scd,7.59,96.44,1.060e-10,0.493,0.7288,0.5312
