Galaksi,Sinif,R_kpc,Sigma_yildiz_Msun_pc2,g_bar_ms2,F4_payi,bastirma_s,M_tut_bolu_m_n
UGC07089,Sdm–Sm,0.87,34.01,7.520e-12,0.493,1.1944,1.4266
UGC07089,Sdm–Sm,1.74,28.20,1.155e-11,0.735,0.4098,0.1679
UGC07089,Sdm–Sm,2.61,18.18,1.294e-11,0.715,0.3218,0.1035
UGC07089,Sdm–Sm,3.50,12.68,1.185e-11,0.718,0.4120,0.1697
UGC07089,Sdm–Sm,4.37,8.89,1.084e-11,0.719,0.5616,0.3154
UGC07089,Sdm–Sm,5.24,5.76,1.001e-11,0.726,0.5913,0.3496
UGC07089,Sdm–Sm,6.11,3.81,8.962e-12,0.740,0.6087,0.3705
UGC07089,Sdm–Sm,6.55,3.19,8.488e-12,0.745,0.7142,0.5101
UGC07089,Sdm–Sm,6.98,2.67,8.074e-12,0.750,0.6126,0.3753
UGC07089,Sdm–Sm,7.85,1.85,7.304e-12,0.761,0.6514,0.4243
UGC07089,Sdm–Sm,8.72,1.27,6.560e-12,0.771,0.7168,0.5138
UGC07089,Sdm–Sm,9.16,1.03,6.128e-12,0.777,0.7496,0.5620
UGC07125,Sdm–Sm,1.44,26.11,1.042e-11,0.551,0.3843,0.1477
UGC07125,Sdm–Sm,2.88,10.14,1.073e-11,0.722,0.3609,0.1303
UGC07125,Sdm–Sm,4.33,5.32,7.658e-12,0.754,0.4236,0.1794
UGC07125,Sdm–Sm,5.76,2.79,6.198e-12,0.776,0.4348,0.1890
UGC07125,Sdm–Sm,7.20,1.73,4.591e-12,0.801,0.5266,0.2773
UGC07125,Sdm–Sm,8.64,1.39,4.385e-12,0.806,0.4629,0.2143
UGC07125,Sdm–Sm,10.08,0.84,4.237e-12,0.809,0.4400,0.1936
UGC07125,Sdm–Sm,11.47,0.53,4.179e-12,0.812,0.4206,0.1769
UGC07125,Sdm–Sm,13.00,0.24,4.825e-12,0.804,0.2992,0.0895
UGC07125,Sdm–Sm,14.42,0.00,4.462e-12,0.811,0.2696,0.0727
UGC07125,Sdm–Sm,15.84,0.00,3.817e-12,0.824,0.2776,0.0771
UGC07125,Sdm–Sm,17.26,0.00,3.567e-12,0.830,0.2524,0.0637
UGC07125,Sdm–Sm,18.68,0.00,2.653e-12,0.850,0.3102,0.0963
UGC07261,Sdm–Sm,0.95,48.55,1.363e-11,0.329,9.1405,83.5486
UGC07261,Sdm–Sm,1.90,23.23,2.258e-11,0.591,1.3817,1.9091
UGC07261,Sdm–Sm,2.86,10.01,1.514e-11,0.656,1.2247,1.5000
UGC07261,Sdm–Sm,3.81,3.75,1.176e-11,0.692,1.1169,1.2474
UGC07261,Sdm–Sm,4.76,0.73,8.895e-12,0.733,1.1363,1.2913
UGC07261,Sdm–Sm,5.72,0.00,7.522e-12,0.759,1.0193,1.0389
UGC07261,Sdm–Sm,6.67,0.00,7.265e-12,0.768,0.8680,0.7534
UGC07399,Sdm–Sm,1.22,19.70,2.206e-11,0.629,2.9333,8.6043
UGC07399,Sdm–Sm,1.84,8.52,1.582e-11,0.684,3.1473,9.9055
UGC07399,Sdm–Sm,2.45,6.80,1.303e-11,0.706,2.9394,8.6400
UGC07399,Sdm–Sm,3.07,3.88,1.121e-11,0.722,2.6635,7.0940
UGC07399,Sdm–Sm,3.68,2.66,9.351e-12,0.741,2.6240,6.8854
UGC07399,Sdm–Sm,4.30,2.04,7.773e-12,0.757,2.5968,6.7436
UGC07399,Sdm–Sm,4.91,1.21,7.085e-12,0.767,2.5298,6.4000
UGC07399,Sdm–Sm,5.52,0.96,6.734e-12,0.773,2.4167,5.8402
UGC07399,Sdm–Sm,6.13,0.66,6.000e-12,0.783,2.4721,6.1112
UGC07524,Sdm–Sm,0.69,21.52,7.497e-12,0.779,0.7762,0.6025
UGC07524,Sdm–Sm,1.03,15.46,6.282e-12,0.809,0.7742,0.5994
UGC07524,Sdm–Sm,1.38,13.29,5.323e-12,0.826,0.7961,0.6337
UGC07524,Sdm–Sm,1.72,12.48,5.133e-12,0.828,0.8846,0.7825
UGC07524,Sdm–Sm,2.07,10.74,5.146e-12,0.821,0.9490,0.9007
UGC07524,Sdm–Sm,2.41,9.87,5.066e-12,0.819,0.9726,0.9459
UGC07524,Sdm–Sm,2.76,8.68,5.486e-12,0.806,0.9274,0.8601
UGC07524,Sdm–Sm,3.10,7.47,5.645e-12,0.801,1.0087,1.0174
UGC07524,Sdm–Sm,3.45,6.02,5.832e-12,0.797,1.0954,1.2000
UGC07524,Sdm–Sm,3.79,5.89,6.014e-12,0.794,1.1316,1.2805
UGC07524,Sdm–Sm,4.14,5.42,6.256e-12,0.788,1.1286,1.2736
UGC07524,Sdm–Sm,4.48,4.75,6.299e-12,0.786,1.1038,1.2183
UGC07524,Sdm–Sm,4.82,4.38,6.175e-12,0.788,1.0432,1.0882
UGC07524,Sdm–Sm,5.17,4.23,6.046e-12,0.788,1.0772,1.1604
UGC07524,Sdm–Sm,5.51,3.46,5.722e-12,0.791,1.0755,1.1568
UGC07524,Sdm–Sm,5.86,3.17,5.389e-12,0.796,1.0637,1.1315
UGC07524,Sdm–Sm,6.20,3.14,5.278e-12,0.798,1.0603,1.1242
UGC07524,Sdm–Sm,6.55,2.94,5.286e-12,0.797,1.0501,1.1027
UGC07524,Sdm–Sm,6.89,2.74,5.351e-12,0.795,1.0172,1.0346
UGC07524,Sdm–Sm,7.25,2.58,5.423e-12,0.793,0.9644,0.9301
UGC07524,Sdm–Sm,7.58,2.42,5.538e-12,0.791,0.9507,0.9038
UGC07524,Sdm–Sm,7.94,2.21,5.671e-12,0.788,0.8804,0.7751
UGC07524,Sdm–Sm,8.27,2.00,5.832e-12,0.785,0.8175,0.6683
UGC07524,Sdm–Sm,8.63,1.78,5.998e-12,0.782,0.7873,0.6199
UGC07524,Sdm–Sm,8.97,1.57,6.063e-12,0.781,0.7780,0.6054
UGC07524,Sdm–Sm,9.30,1.38,6.108e-12,0.780,0.7547,0.5696
UGC07524,Sdm–Sm,9.66,1.18,6.102e-12,0.780,0.7401,0.5478
UGC07524,Sdm–Sm,9.99,1.04,6.078e-12,0.780,0.7376,0.5441
UGC07524,Sdm–Sm,10.35,0.94,6.041e-12,0.779,0.7479,0.5593
UGC07524,Sdm–Sm,10.69,0.00,5.847e-12,0.783,0.6206,0.3852
UGC08490,Sdm–Sm,0.68,57.91,3.962e-11,0.573,1.5048,2.2645
UGC08490,Sdm–Sm,1.02,37.88,3.481e-11,0.588,1.6137,2.6040
UGC08490,Sdm–Sm,1.36,20.61,2.903e-11,0.608,1.8145,3.2924
UGC08490,Sdm–Sm,1.69,13.76,2.410e-11,0.631,1.8813,3.5393
UGC08490,Sdm–Sm,2.03,7.76,1.993e-11,0.652,1.8938,3.5865
UGC08490,Sdm–Sm,2.37,4.86,1.734e-11,0.671,1.7785,3.1630
UGC08490,Sdm–Sm,2.70,3.44,1.531e-11,0.688,1.6902,2.8569
UGC08490,Sdm–Sm,3.05,2.40,1.313e-11,0.705,1.6691,2.7859
UGC08490,Sdm–Sm,3.38,1.74,1.168e-11,0.718,1.5789,2.4930
UGC08490,Sdm–Sm,3.72,1.21,1.086e-11,0.726,1.4983,2.2448
UGC08490,Sdm–Sm,4.06,0.71,1.009e-11,0.735,1.4302,2.0455
UGC08490,Sdm–Sm,4.39,0.29,8.836e-12,0.749,1.4242,2.0284
UGC08490,Sdm–Sm,4.74,0.13,7.776e-12,0.762,1.4078,1.9818
UGC08490,Sdm–Sm,5.08,0.09,6.710e-12,0.776,1.4141,1.9998
UGC08490,Sdm–Sm,5.41,0.06,5.650e-12,0.791,1.4608,2.1339
UGC08490,Sdm–Sm,5.75,0.04,5.215e-12,0.798,1.4982,2.2445
UGC08490,Sdm–Sm,6.09,0.02,4.922e-12,0.804,1.4498,2.1019
UGC08490,Sdm–Sm,6.42,0.01,4.505e-12,0.811,1.4418,2.0788
UGC08490,Sdm–Sm,6.77,0.01,4.171e-12,0.817,1.4232,2.0255
UGC08490,Sdm–Sm,7.11,0.01,3.848e-12,0.823,1.4031,1.9687
UGC08490,Sdm–Sm,7.44,0.01,3.824e-12,0.824,1.3327,1.7760
UGC08490,Sdm–Sm,7.78,0.00,3.633e-12,0.828,1.2953,1.6778
UGC08490,Sdm–Sm,8.12,0.00,3.208e-12,0.837,1.3374,1.7885
UGC08490,Sdm–Sm,8.46,0.00,3.069e-12,0.840,1.2852,1.6518
UGC08490,Sdm–Sm,8.80,0.00,2.958e-12,0.843,1.2234,1.4968
UGC08490,Sdm–Sm,9.13,0.00,2.721e-12,0.848,1.2124,1.4700
UGC08490,Sdm–Sm,9.47,0.00,2.501e-12,0.854,1.2421,1.5429
UGC08490,Sdm–Sm,9.77,0.00,2.398e-12,0.856,1.1946,1.4271
UGC08490,Sdm–Sm,10.15,0.00,2.320e-12,0.858,1.2018,1.4444
UGC10310,Sdm–Sm,1.10,24.47,7.021e-12,0.442,4.5854,21.0262
UGC10310,Sdm–Sm,2.21,13.79,9.883e-12,0.714,1.3718,1.8817
UGC10310,Sdm–Sm,3.31,7.51,9.048e-12,0.729,1.3618,1.8546
UGC10310,Sdm–Sm,4.42,3.69,8.082e-12,0.750,1.1155,1.2444
UGC10310,Sdm–Sm,5.52,2.38,8.689e-12,0.745,0.8217,0.6752
UGC10310,Sdm–Sm,6.64,1.21,8.150e-12,0.753,0.7019,0.4927
UGC10310,Sdm–Sm,7.74,0.00,6.629e-12,0.773,0.6986,0.4880
UGC11557,Sdm–Sm,3.85,35.33,3.027e-11,0.626,0.0167,0.0003
UGC11557,Sdm–Sm,4.62,27.68,2.748e-11,0.630,0.1264,0.0160
UGC11557,Sdm–Sm,5.28,24.88,2.677e-11,0.625,0.2068,0.0428
UGC11557,Sdm–Sm,5.94,18.12,2.580e-11,0.621,0.3222,0.1038
UGC11557,Sdm–Sm,7.04,9.76,2.289e-11,0.633,0.1313,0.0173
UGC11557,Sdm–Sm,8.80,3.53,1.862e-11,0.663,0.1609,0.0259
UGC11557,Sdm–Sm,10.56,0.74,1.301e-11,0.706,0.2849,0.0812
UGC11820,Sdm–Sm,0.44,36.80,7.177e-12,0.811,0.6200,0.3844
UGC11820,Sdm–Sm,0.61,28.86,9.005e-12,0.788,0.7897,0.6237
UGC11820,Sdm–Sm,0.79,23.34,9.616e-12,0.774,1.3058,1.7052
UGC11820,Sdm–Sm,1.01,17.50,9.924e-12,0.759,1.6747,2.8046
UGC11820,Sdm–Sm,5.26,0.95,3.997e-12,0.853,0.7747,0.6001
UGC11820,Sdm–Sm,7.91,0.49,4.540e-12,0.828,0.6910,0.4775
UGC11820,Sdm–Sm,10.52,0.09,4.632e-12,0.821,0.6396,0.4090
UGC11820,Sdm–Sm,13.14,0.03,3.541e-12,0.839,0.6887,0.4743
UGC11820,Sdm–Sm,15.82,0.00,2.860e-12,0.853,0.7104,0.5047
UGC12632,Sdm–Sm,1.42,10.86,4.699e-12,0.812,1.0398,1.0812
UGC12632,Sdm–Sm,2.14,7.63,5.178e-12,0.803,1.1931,1.4234
UGC12632,Sdm–Sm,2.85,5.25,5.301e-12,0.797,1.3619,1.8549
UGC12632,Sdm–Sm,3.55,4.01,4.714e-12,0.807,1.2853,1.6520
UGC12632,Sdm–Sm,4.26,3.38,4.178e-12,0.812,1.3556,1.8377
UGC12632,Sdm–Sm,4.97,2.31,4.095e-12,0.812,1.2689,1.6102
UGC12632,Sdm–Sm,5.69,2.10,3.894e-12,0.816,1.1890,1.4137
UGC12632,Sdm–Sm,6.40,1.25,4.140e-12,0.808,1.0932,1.1951
UGC12632,Sdm–Sm,7.11,0.99,4.303e-12,0.809,0.9596,0.9209
UGC12632,Sdm–Sm,7.82,0.57,4.585e-12,0.806,0.8337,0.6951
UGC12632,Sdm–Sm,8.52,0.55,4.524e-12,0.809,0.7752,0.6010
UGC12632,Sdm–Sm,9.25,0.41,4.308e-12,0.813,0.7741,0.5992
UGC12632,Sdm–Sm,9.95,0.30,4.246e-12,0.814,0.7055,0.4977
UGC12632,Sdm–Sm,10.66,0.00,4.085e-12,0.816,0.6691,0.4477
UGC12732,Sdm–Sm,1.92,12.32,6.874e-12,0.765,1.5429,2.3804
UGC12732,Sdm–Sm,2.88,7.82,6.120e-12,0.774,1.6381,2.6834
UGC12732,Sdm–Sm,3.84,4.50,5.797e-12,0.775,1.5124,2.2874
UGC12732,Sdm–Sm,4.80,2.90,4.932e-12,0.792,1.4931,2.2295
UGC12732,Sdm–Sm,5.76,2.19,4.713e-12,0.798,1.3911,1.9352
UGC12732,Sdm–Sm,6.72,1.32,4.531e-12,0.798,1.3109,1.7185
UGC12732,Sdm–Sm,7.68,0.62,3.864e-12,0.813,1.3467,1.8137
UGC12732,Sdm–Sm,8.64,0.43,3.851e-12,0.818,1.1758,1.3826
UGC12732,Sdm–Sm,9.60,0.26,3.682e-12,0.823,1.1083,1.2283
UGC12732,Sdm–Sm,10.60,0.16,3.578e-12,0.827,1.0550,1.1129
UGC12732,Sdm–Sm,11.50,0.10,3.749e-12,0.825,0.9582,0.9182
UGC12732,Sdm–Sm,12.50,0.06,4.050e-12,0.820,0.8646,0.7475
UGC12732,Sdm–Sm,13.40,0.04,4.285e-12,0.817,0.8193,0.6713
UGC12732,Sdm–Sm,14.40,0.03,4.489e-12,0.814,0.8170,0.6675
UGC12732,Sdm–Sm,15.40,0.00,4.509e-12,0.814,0.7962,0.6340
UGCA442,Sdm–Sm,0.42,5.53,2.712e-12,0.824,1.0132,1.0265
UGCA442,Sdm–Sm,1.26,2.90,5.930e-12,0.796,0.6536,0.4272
UGCA442,Sdm–Sm,2.11,1.38,7.351e-12,0.773,0.7384,0.5453
UGCA442,Sdm–Sm,2.96,0.50,6.470e-12,0.784,0.8417,0.7085
UGCA442,Sdm–Sm,3.79,0.36,5.127e-12,0.804,0.9788,0.9580
UGCA442,Sdm–Sm,4.65,0.21,3.713e-12,0.827,1.0377,1.0769
UGCA442,Sdm–Sm,5.48,0.09,2.503e-12,0.853,1.1897,1.4153
UGCA442,Sdm–Sm,6.33,0.00,1.725e-12,0.876,1.2030,1.4472
CamB,Im,1.22,2.60,5.015e-12,0.799,0.0363,0.0013
CamB,Im,1.47,1.51,4.226e-12,0.805,0.1141,0.0130
CamB,Im,1.79,0.44,2.877e-12,0.834,0.3068,0.0941
D564-8,Im,0.51,3.19,2.050e-12,0.800,0.3152,0.0993
D564-8,Im,1.02,1.41,2.094e-12,0.852,0.4268,0.1822
D564-8,Im,1.53,0.59,1.727e-12,0.867,0.5867,0.3442
D564-8,Im,2.04,0.26,1.356e-12,0.881,0.6217,0.3865
D564-8,Im,2.56,0.11,1.052e-12,0.895,0.6949,0.4829
D564-8,Im,3.07,0.00,8.321e-13,0.906,0.7194,0.5175
D631-7,Im,0.90,9.82,1.091e-11,0.734,0.0166,0.0003
D631-7,Im,1.35,6.08,1.187e-11,0.717,0.1450,0.0210
D631-7,Im,1.80,2.25,1.042e-11,0.731,0.2390,0.0571
D631-7,Im,2.25,1.05,8.562e-12,0.753,0.3361,0.1129
D631-7,Im,2.69,0.56,7.237e-12,0.770,0.4502,0.2027
D631-7,Im,3.14,0.27,5.990e-12,0.788,0.5692,0.3240
D631-7,Im,3.59,0.18,5.037e-12,0.803,0.6711,0.4504
D631-7,Im,4.04,0.09,4.279e-12,0.816,0.7829,0.6129
D631-7,Im,4.49,0.05,3.616e-12,0.828,0.9020,0.8136
D631-7,Im,4.94,0.03,3.094e-12,0.840,1.0254,1.0514
D631-7,Im,5.39,0.01,2.645e-12,0.850,1.1073,1.2262
D631-7,Im,5.84,0.01,2.278e-12,0.860,1.1936,1.4247
D631-7,Im,6.29,0.01,1.972e-12,0.868,1.2055,1.4533
D631-7,Im,6.74,0.00,1.716e-12,0.876,1.1783,1.3884
D631-7,Im,7.19,0.00,1.499e-12,0.883,1.1725,1.3748
DDO064,Im,0.30,13.63,1.502e-12,0.936,0.8871,0.7870
DDO064,Im,0.49,12.49,3.065e-12,0.879,0.5869,0.3445
DDO064,Im,0.69,10.43,4.842e-12,0.821,0.4982,0.2482
DDO064,Im,0.89,6.96,4.312e-12,0.827,0.6847,0.4688
DDO064,Im,1.09,5.87,4.738e-12,0.813,0.7849,0.6161
DDO064,Im,1.29,5.15,5.945e-12,0.791,1.1263,1.2686
DDO064,Im,1.48,3.98,7.745e-12,0.766,1.1140,1.2410
DDO064,Im,1.68,3.36,8.626e-12,0.754,1.0991,1.2080
DDO064,Im,1.88,1.99,8.976e-12,0.749,1.0422,1.0862
DDO064,Im,2.08,1.42,8.852e-12,0.752,0.9198,0.8461
DDO064,Im,2.27,1.08,8.323e-12,0.758,0.8546,0.7304
DDO064,Im,2.37,0.93,8.165e-12,0.760,0.8232,0.6776
DDO064,Im,2.98,0.00,6.956e-12,0.775,0.7065,0.4992
DDO154,Im,0.49,7.96,5.936e-12,0.603,0.7386,0.5455
DDO154,Im,0.99,2.76,5.287e-12,0.771,0.5619,0.3157
DDO154,Im,1.48,0.63,4.423e-12,0.805,0.7597,0.5772
DDO154,Im,1.97,0.14,4.014e-12,0.817,0.8540,0.7294
DDO154,Im,2.47,0.04,3.542e-12,0.829,0.9087,0.8257
DDO154,Im,2.96,0.01,3.333e-12,0.835,0.9500,0.9025
DDO154,Im,3.46,0.01,3.229e-12,0.838,0.9249,0.8554
DDO154,Im,3.95,0.00,2.879e-12,0.846,0.9332,0.8708
DDO154,Im,4.44,0.00,2.424e-12,0.857,0.9653,0.9319
DDO154,Im,4.94,0.00,2.036e-12,0.867,0.9948,0.9895
DDO154,Im,5.43,0.00,1.710e-12,0.877,0.9614,0.9243
DDO154,Im,5.92,0.00,1.446e-12,0.886,0.8832,0.7800
DDO161,Im,0.60,15.16,6.793e-12,0.686,0.4735,0.2242
DDO161,Im,0.73,13.85,7.416e-12,0.738,0.2301,0.0530
DDO161,Im,0.85,13.57,7.743e-12,0.754,0.2299,0.0528
DDO161,Im,0.98,12.86,8.385e-12,0.752,0.1906,0.0363
DDO161,Im,1.07,12.12,8.770e-12,0.750,0.1938,0.0376
DDO161,Im,1.54,8.61,1.017e-11,0.736,0.2608,0.0680
DDO161,Im,2.02,5.88,1.062e-11,0.731,0.2341,0.0548
DDO161,Im,2.49,3.77,1.038e-11,0.733,0.2015,0.0406
DDO161,Im,2.96,2.56,9.637e-12,0.741,0.2121,0.0450
DDO161,Im,3.43,1.82,8.751e-12,0.751,0.2579,0.0665
DDO161,Im,3.90,1.27,8.053e-12,0.759,0.2793,0.0780
DDO161,Im,4.37,0.87,7.371e-12,0.768,0.3276,0.1073
DDO161,Im,4.86,0.55,6.763e-12,0.776,0.3919,0.1536
DDO161,Im,5.34,0.32,6.256e-12,0.784,0.4340,0.1884
DDO161,Im,5.81,0.23,5.799e-12,0.791,0.4491,0.2017
DDO161,Im,6.28,0.18,5.457e-12,0.797,0.4750,0.2257
DDO161,Im,6.75,0.12,5.169e-12,0.801,0.5156,0.2659
DDO161,Im,7.22,0.08,4.964e-12,0.805,0.5379,0.2893
DDO161,Im,7.69,0.06,4.834e-12,0.808,0.5218,0.2722
DDO161,Im,8.16,0.04,4.730e-12,0.810,0.5186,0.2690
DDO161,Im,8.64,0.03,4.568e-12,0.813,0.5184,0.2687
DDO161,Im,9.11,0.01,4.439e-12,0.815,0.4949,0.2450
DDO161,Im,9.58,0.01,4.226e-12,0.819,0.5154,0.2656
DDO161,Im,10.05,0.01,4.005e-12,0.823,0.5303,0.2812
DDO161,Im,10.52,0.01,3.686e-12,0.829,0.5793,0.3356
DDO161,Im,10.99,0.01,3.371e-12,0.835,0.5726,0.3279
DDO161,Im,11.46,0.00,3.059e-12,0.842,0.5869,0.3444
DDO161,Im,11.94,0.00,2.776e-12,0.848,0.5969,0.3563
DDO161,Im,12.41,0.00,2.522e-12,0.854,0.6172,0.3809
DDO161,Im,12.90,0.00,2.309e-12,0.860,0.6169,0.3806
DDO161,Im,13.37,0.00,2.098e-12,0.865,0.6292,0.3959
DDO168,Im,0.41,10.21,1.128e-11,0.709,0.2373,0.0563
DDO168,Im,0.82,7.29,1.609e-11,0.698,0.1491,0.0222
DDO168,Im,1.24,4.39,1.353e-11,0.716,0.2565,0.0658
DDO168,Im,1.64,2.95,1.059e-11,0.740,0.5089,0.2590
DDO168,Im,2.06,2.04,9.858e-12,0.745,0.7157,0.5122
DDO168,Im,2.47,1.44,8.622e-12,0.757,1.0048,1.0097
DDO168,Im,2.89,1.04,7.525e-12,0.769,0.9522,0.9067
DDO168,Im,3.30,0.78,6.529e-12,0.780,0.9902,0.9805
DDO168,Im,3.71,0.41,5.803e-12,0.790,0.9470,0.8969
DDO168,Im,4.12,0.00,5.122e-12,0.800,0.7865,0.6186
DDO170,Im,1.87,4.69,4.173e-12,0.720,0.8519,0.7257
DDO170,Im,3.36,1.79,4.072e-12,0.804,0.7951,0.6321
DDO170,Im,4.86,1.01,4.153e-12,0.811,0.7983,0.6372
DDO170,Im,6.35,0.46,4.029e-12,0.817,0.6529,0.4262
DDO170,Im,7.85,0.23,3.719e-12,0.824,0.6018,0.3621
DDO170,Im,9.34,0.09,3.169e-12,0.836,0.5510,0.3036
DDO170,Im,10.83,0.04,2.530e-12,0.852,0.5677,0.3223
DDO170,Im,12.33,0.00,1.926e-12,0.868,0.6503,0.4229
ESO444-G084,Im,0.26,15.64,6.930e-12,0.687,2.2918,5.2526
ESO444-G084,Im,0.77,5.22,1.022e-11,0.740,1.4493,2.1005
ESO444-G084,Im,1.29,1.65,9.454e-12,0.751,1.6857,2.8416
ESO444-G084,Im,1.81,0.52,8.155e-12,0.764,1.5810,2.4997
ESO444-G084,Im,2.32,0.17,6.691e-12,0.782,1.6757,2.8078
ESO444-G084,Im,3.39,0.01,3.366e-12,0.836,2.0208,4.0838
ESO444-G084,Im,4.44,0.00,1.790e-12,0.875,2.1418,4.5871
F565-V2,Im,1.26,6.29,2.507e-12,0.774,1.1209,1.2564
F565-V2,Im,2.51,2.85,3.395e-12,0.826,1.0872,1.1819
F565-V2,Im,3.78,2.00,3.437e-12,0.828,1.5167,2.3004
F565-V2,Im,5.03,0.80,3.233e-12,0.836,1.6347,2.6723
F565-V2,Im,6.29,0.79,3.455e-12,0.828,1.4699,2.1607
F565-V2,Im,7.54,0.30,3.531e-12,0.826,1.3646,1.8622
F565-V2,Im,8.80,0.10,3.349e-12,0.833,1.3240,1.7529
KK98-251,Im,0.41,3.31,1.482e-12,0.898,0.1705,0.0291
KK98-251,Im,0.57,3.48,1.965e-12,0.884,0.2150,0.0462
KK98-251,Im,0.74,3.39,2.702e-12,0.861,0.2349,0.0552
KK98-251,Im,0.90,2.85,3.316e-12,0.844,0.2721,0.0740
KK98-251,Im,1.07,2.81,4.013e-12,0.828,0.2730,0.0745
KK98-251,Im,1.24,2.23,4.683e-12,0.814,0.2667,0.0712
KK98-251,Im,1.40,1.94,5.155e-12,0.805,0.2743,0.0752
KK98-251,Im,1.57,1.71,5.453e-12,0.800,0.3134,0.0982
KK98-251,Im,1.72,1.51,5.680e-12,0.796,0.3772,0.1423
KK98-251,Im,1.89,1.31,5.792e-12,0.794,0.4464,0.1993
KK98-251,Im,2.06,1.14,5.761e-12,0.794,0.4935,0.2436
KK98-251,Im,2.46,0.84,5.287e-12,0.800,0.4419,0.1953
KK98-251,Im,2.79,0.67,4.765e-12,0.806,0.4618,0.2132
KK98-251,Im,3.13,0.00,3.941e-12,0.821,0.4532,0.2054
NGC3741,Im,0.23,17.96,1.033e-11,0.455,1.6072,2.5831
NGC3741,Im,0.47,4.98,8.198e-12,0.726,0.5723,0.3276
NGC3741,Im,0.70,1.38,6.009e-12,0.769,0.9868,0.9737
NGC3741,Im,0.93,0.60,4.600e-12,0.797,1.0690,1.1428
NGC3741,Im,1.17,0.16,3.559e-12,0.821,1.0580,1.1193
NGC3741,Im,1.40,0.05,2.902e-12,0.838,0.9214,0.8490
NGC3741,Im,1.64,0.01,2.464e-12,0.851,0.8813,0.7768
NGC3741,Im,1.87,0.01,2.124e-12,0.861,1.1057,1.2225
NGC3741,Im,2.10,0.00,1.869e-12,0.869,1.1640,1.3550
NGC3741,Im,2.33,0.00,1.775e-12,0.873,1.0997,1.2094
NGC3741,Im,2.57,0.00,1.732e-12,0.875,1.2482,1.5579
NGC3741,Im,2.80,0.00,1.726e-12,0.875,1.3053,1.7038
NGC3741,Im,3.26,0.00,1.617e-12,0.879,1.3186,1.7387
NGC3741,Im,3.73,0.00,1.479e-12,0.884,1.2740,1.6230
NGC3741,Im,4.21,0.00,1.440e-12,0.886,1.2507,1.5642
NGC3741,Im,4.67,0.00,1.364e-12,0.888,1.2675,1.6067
NGC3741,Im,5.14,0.00,1.285e-12,0.891,1.2832,1.6467
NGC3741,Im,5.61,0.00,1.172e-12,0.896,1.3158,1.7314
NGC3741,Im,6.07,0.00,1.064e-12,0.900,1.2889,1.6613
NGC3741,Im,6.54,0.00,9.554e-13,0.905,1.2601,1.5878
NGC3741,Im,7.00,0.00,8.636e-13,0.909,1.3229,1.7499
NGC4068,Im,0.64,17.70,7.875e-12,0.776,0.0298,0.0009
NGC4068,Im,1.06,9.88,8.859e-12,0.755,0.2428,0.0590
NGC4068,Im,1.48,5.87,9.396e-12,0.744,0.3965,0.1572
NGC4068,Im,1.91,2.58,9.909e-12,0.738,0.4336,0.1880
NGC4068,Im,2.33,1.11,9.041e-12,0.749,0.5694,0.3243
UGC00731,Im,1.81,1.97,1.725e-12,0.873,2.8697,8.2353
UGC00731,Im,2.73,1.37,1.618e-12,0.879,2.4197,5.8550
UGC00731,Im,3.64,1.08,2.576e-12,0.851,1.7768,3.1571
UGC00731,Im,4.55,0.72,2.595e-12,0.850,1.6106,2.5942
UGC00731,Im,5.45,0.48,2.641e-12,0.848,1.5072,2.2717
UGC00731,Im,6.36,0.34,3.319e-12,0.835,1.2072,1.4573
UGC00731,Im,7.28,0.29,4.492e-12,0.813,0.9337,0.8718
UGC00731,Im,8.19,0.12,4.903e-12,0.807,0.8021,0.6433
UGC00731,Im,9.09,0.07,4.670e-12,0.811,0.7400,0.5476
UGC00731,Im,10.00,0.07,4.481e-12,0.815,0.6691,0.4476
UGC00731,Im,10.91,0.00,4.041e-12,0.822,0.6518,0.4249
UGC04483,Im,0.24,9.76,8.058e-12,0.774,0.2791,0.0779
UGC04483,Im,0.40,3.10,8.304e-12,0.764,0.5926,0.3512
UGC04483,Im,0.57,1.36,7.677e-12,0.769,0.6618,0.4380
UGC04483,Im,0.73,0.56,6.867e-12,0.779,0.5098,0.2599
UGC04483,Im,0.89,0.23,5.980e-12,0.791,0.5785,0.3347
UGC04483,Im,1.05,0.10,5.344e-12,0.801,0.5988,0.3586
UGC04483,Im,1.21,0.00,4.790e-12,0.810,0.5337,0.2848
UGC05005,Im,2.34,13.67,6.943e-12,0.800,0.2804,0.0786
UGC05005,Im,3.91,10.68,7.737e-12,0.767,0.4652,0.2164
UGC05005,Im,5.47,5.88,7.152e-12,0.766,0.5475,0.2998
UGC05005,Im,7.04,3.73,5.885e-12,0.784,0.6597,0.4352
UGC05005,Im,8.60,2.13,5.259e-12,0.792,0.7267,0.5280
UGC05005,Im,10.17,1.44,4.755e-12,0.801,0.7794,0.6074
UGC05005,Im,17.97,0.12,3.278e-12,0.837,0.8148,0.6639
UGC05005,Im,21.07,0.04,2.794e-12,0.848,0.7928,0.6285
UGC05005,Im,22.72,0.03,2.587e-12,0.854,0.7740,0.5991
UGC05005,Im,28.61,0.00,2.102e-12,0.867,0.6606,0.4364
UGC05414,Im,1.37,16.71,1.298e-11,0.705,0.4953,0.2453
UGC05414,Im,2.05,9.98,1.269e-11,0.713,0.6591,0.4344
UGC05414,Im,2.74,6.05,1.144e-11,0.724,0.6780,0.4597
