full_name,diameter,rot_per,albedo,class,H,GM
137311 (1999 TX9),3.858,9.921,0.338,MBA,13.88,
137391 (1999 TF158),1.604,59.939,0.207,MBA,16.65,
137443 (1999 TK240),2.918,5.48,0.052,MBA,16.61,
137605 (1999 VK174),3.718,28,0.399,MBA,13.81,
137687 (1999 XV55),3.543,56.8222,0.061,MBA,16.41,
137726 (1999 XL115),1.349,13.103,0.267,MBA,16.68,
137805 (1999 YK5),2.243,3.93,0.027,ATE,16.72,
137924 (2000 BD19),0.970,10.57,0.247,ATE,17.49,
137925 (2000 BJ19),1.372,48,0.373,APO,16.06,
137966 (2000 CZ24),5.109,17.462,0.045,MBA,15.49,
138106 (2000 DB96),5.052,189.594,0.091,MBA,15.21,
138108 (2000 DC102),3.918,8.97,0.126,MBA,15.09,
138127 (2000 EE14),0.754,2.586,0.449,ATE,17.11,
138190 (2000 EK118),3.108,47.2734,0.183,MBA,15.33,
138215 (2000 EJ181),2.748,5.756,0.234,MBA,15.31,
138216 (2000 EG183),2.972,32.6895,0.289,MBA,14.88,
138261 (2000 GR4),3.589,3.558,0.086,MBA,15.61,
138330 (2000 GE91),4.953,885.834,0.104,MBA,14.92,
138352 (2000 GS116),3.258,7.909,0.152,MBA,15.10,
138359 (2000 GX127),1.085,3.685,0.095,APO,17.97,
138401 (2000 HB13),3.437,5.905,0.237,MBA,15.05,
138405 (2000 HV24),4.381,7.064,0.052,MBA,15.76,
138479 (2000 KU2),7.485,6.33908,0.050,MBA,14.84,
138550 (2000 QD31),6.577,175.984,0.071,MBA,14.64,
138577 (2000 QX122),9.600,48.411,0.063,MBA,14.02,
138618 (2000 QZ209),3.187,16.67,0.091,MBA,15.93,
138636 (2000 RJ18),6.648,8.845,0.058,MBA,14.85,
138666 (2000 RX96),1.674,8.6824,0.758,IMB,15.38,
138691 (2000 SP57),8.196,199.1,0.035,MBA,14.79,
138715 (2000 SK129),7.768,17.2096,0.097,MBA,14.10,
138732 (2000 SG191),4.047,1.13,0.090,MBA,15.50,
138742 (2000 SR223),7.776,7.47,0.046,MBA,14.66,
138812 (2000 TY54),3.820,3.57,0.040,MBA,16.24,
138831 (2000 UD68),8.951,2.28689,0.051,OMB,14.48,
138847 (2000 VE62),0.965,7.6,0.396,AMO,17.07,
138870 (2000 XP16),6.452,5.775,0.061,MBA,14.87,
138876 (2000 XA45),9.662,8.574,0.057,OMB,14.19,
138883 (2000 YL29),1.222,10.592,0.247,APO,16.85,
138890 (2000 YD61),5.880,17.232,0.244,OMB,13.53,
139056 (2001 FY),0.32,5.207,0.52,AMO,19.18,
139216 (2001 GB10),2.741,6.151,0.094,MBA,16.26,
139289 (2001 KR1),1.126,11.3,0.127,APO,17.80,
139296 (2001 KD7),2.363,8.709,0.263,MBA,15.47,
139317 (2001 KY25),2.461,31.366,0.292,MBA,15.29,
139345 (2001 KA67),2.586,44.25,0.038,APO,16.74,
139515 (2001 PD53),4.317,8.3,0.066,MBA,15.77,
139537 (2001 QE25),5.111,30.31,0.073,MBA,15.38,
139590 (2001 QJ113),5.147,16.2596,0.142,MBA,14.58,
139662 (2001 QL187),2.304,7.91546,0.175,MBA,15.86,
139728 (2001 QE250),3.017,8.8,0.213,MBA,15.24,
139759 (2001 QN284),9.196,6.52864,0.076,OMB,13.96,
139765 (2001 QN288),2.521,17.498,0.231,MBA,15.30,
139774 (2001 QJ297),5.766,34.393,0.058,MBA,15.12,
139821 (2001 RM28),4.004,3.72,0.040,MBA,16.37,
139826 (2001 RJ32),5.451,0.88,0.065,MBA,15.30,
139842 (2001 RV43),3.470,2.82,0.161,MBA,15.27,
139867 (2001 RB68),2.235,87.993,0.223,MBA,15.85,
139922 (2001 RV123),5.932,5.87658,0.055,MBA,15.18,
140036 (2001 SB71),3.559,6.237,0.242,MBA,14.74,
140136 (2001 SQ151),8.720,201.099,0.058,MBA,14.38,
140158 (2001 SX169),0.566,3.143,0.289,APO,18.48,
140170 (2001 SL182),3.730,7.334,0.096,MBA,15.53,
140246 (2001 SR252),4.939,17.77,0.095,MBA,15.13,
140276 (2001 SM276),4.630,19.077,0.079,MBA,15.15,
140288 (2001 SN289),1.263,6.58,0.231,APO,16.73,
140381 (2001 TR46),2.695,15.46,0.153,IMB,15.44,
140416 (2001 TF87),7.408,6.93437,0.047,MBA,14.53,
140432 (2001 TC102),2.589,26.002,0.264,MBA,15.33,
140433 (2001 TK102),6.293,34.045,0.085,MBA,14.70,
140506 (2001 TJ163),3.254,27.1331,0.088,MBA,15.86,
140555 (2001 TV203),3.272,7.06,0.087,MBA,16.02,
140596 (2001 TO236),8.158,197.624,0.073,MBA,14.32,
140640 (2001 UO23),7.300,122.465,0.076,MBA,14.54,
140720 (2001 UO93),8.274,41.5295,0.045,OMB,14.69,
140764 (2001 UB122),8.947,6.711,0.072,MBA,14.04,
140917 (2001 VQ62),6.157,251.051,0.081,MBA,14.61,
140918 (2001 VZ62),7.602,52.5358,0.077,MBA,14.51,
140935 (2001 VM84),3.971,75.2106,0.177,MBA,14.87,
140940 (2001 VR90),4.567,3.05,0.122,MBA,14.95,
140945 (2001 VW93),7.119,3.12574,0.050,MBA,14.83,
140951 (2001 VZ99),7.136,9.964,0.087,MBA,14.15,
140958 (2001 VT103),3.473,1.13,0.193,MBA,15.12,
140964 (2001 VM108),6.076,3.17,0.048,MBA,15.38,
140990 (2001 WP19),3.796,1.35,0.077,MBA,15.85,
141002 (2001 WY30),8.150,6.39745,0.046,MBA,14.74,
141180 (2001 XF160),7.835,44.505,0.060,MBA,14.54,
141215 (2001 XO219),6.925,9.83,0.058,MBA,14.82,
141309 (2001 YP120),6.366,9.811,0.040,MBA,15.34,
141345 (2002 AQ15),8.526,4.44354,0.051,MBA,14.49,
141432 (2002 CQ11),0.239,2.605,0.340,ATE,20.06,
141460 (2002 CM111),5.014,3.62,0.070,MBA,15.25,
141467 (2002 CO152),8.010,3.74854,0.044,MBA,14.70,
141486 (2002 DZ10),10.335,11.788,0.050,MBA,14.05,
141531 (2002 GB),0.303,73.,0.482,ATE,19.15,
141573 (2002 GC132),3.220,106.9,0.098,MBA,16.05,
141577 (2002 GS149),14.518,58.84,0.076,TJN,12.90,
141850 (2002 PY4),3.859,10.442,0.062,MBA,15.90,
142040 (2002 QE15),1.232,3.853,0.353,AMO,16.25,
142146 (2002 RZ19),2.582,37.7125,0.152,MBA,15.91,
142213 (2002 RN65),4.774,8.7315,0.123,MBA,14.82,
142250 (2002 RO102),2.316,53.874,0.274,MBA,15.56,
142259 (2002 RD107),3.208,3.86857,0.206,MBA,15.09,
142260 (2002 RL107),1.916,3.105,0.365,MBA,15.61,
142412 (2002 SO30),3.981,26.4194,0.053,MBA,15.92,
142439 (2002 SW53),2.395,125.126,0.213,MBA,15.64,
142453 (2002 TS1),2.212,82.1094,0.228,MBA,15.86,
142460 (2002 TJ6),2.969,18.0439,0.050,MBA,16.74,
142464 (2002 TC9),0.886,5.131,0.118,AMO,18.34,
142518 (2002 TP40),2.733,27.8807,0.066,MBA,16.72,
142519 (2002 TJ41),1.594,2.328,0.230,MBA,16.01,
142520 (2002 TO41),1.538,14.0346,0.271,MBA,16.49,
142570 (2002 TG79),1.664,23.8467,0.278,MBA,16.32,
142628 (2002 TL171),2.265,4.78,0.344,MBA,15.39,
142631 (2002 TX175),2.737,4.444,0.341,MBA,14.95,
142659 (2002 TH206),1.703,14.7,0.168,MBA,16.35,
142686 (2002 TJ235),3.966,25.842,0.085,MBA,15.69,
142716 (2002 TU266),1.964,4.011,0.418,MBA,15.45,
142726 (2002 TH281),1.965,55.7894,0.347,MBA,15.78,
142746 (2002 TS294),2.706,5.218,0.241,MBA,15.32,
142771 (2002 UQ6),7.960,42.6367,0.053,MBA,14.72,
142781 (2002 UM11),1.595,6.81,0.252,AMO,16.14,
142782 (2002 UK12),2.118,3.30533,0.153,MBA,15.83,
142806 (2002 UJ29),3.752,14.44,0.262,MBA,14.65,
142836 (2002 VN12),2.852,71.3099,0.261,MBA,15.06,
142864 (2002 VR29),1.967,24.8719,0.218,MBA,15.93,
142882 (2002 VB41),2.558,98.2334,0.296,MBA,15.22,
142955 (2002 VQ77),1.890,3.90625,0.342,MBA,15.91,
142960 (2002 VJ79),3.876,5.34492,0.043,MBA,16.21,
142971 (2002 VQ82),4.229,22.,0.130,MBA,15.17,
143008 (2002 VQ103),4.549,3.091,0.071,MBA,15.65,
143022 (2002 VO110),2.841,25.1736,0.240,MBA,15.32,
143026 (2002 VC114),2.370,5.2721,0.287,MBA,15.46,
143033 (2002 VN121),4.005,15.703,0.130,MBA,15.24,
143035 (2002 VS121),2.630,131.223,0.307,MBA,15.16,
143065 (2002 WF12),2.352,5.63415,0.291,MBA,15.46,
143069 (2002 WM15),2.210,13.9525,0.158,MBA,16.05,
143073 (2002 WD17),1.907,3.56885,0.368,MBA,15.83,
143087 (2002 XP9),2.282,12.29,0.214,MBA,15.88,
143088 (2002 XT9),2.489,1461.,0.313,MBA,15.27,
143089 (2002 XZ9),2.464,76.088,0.319,MBA,15.39,
143094 (2002 XA15),1.795,6.20936,0.315,MBA,16.07,
143103 (2002 XK21),2.109,6.208,0.301,MBA,15.59,
143114 (2002 XK26),4.562,3.731,0.073,MBA,15.51,
143134 (2002 XS37),3.121,32.91,0.095,MBA,15.92,
143156 (2002 XC51),1.838,3.855,0.301,MBA,15.87,
143173 (2002 XF67),3.394,3.307149,0.116,MBA,15.49,
143183 (2002 XE77),3.541,25.2486,0.154,MBA,15.30,
143186 (2002 XP78),1.548,3.085,0.353,MBA,16.16,
143264 (2003 AW9),5.571,4.25,0.068,MBA,15.07,
143300 (2003 AD39),3.566,20.483,0.183,MBA,14.89,
143312 (2003 AB47),2.252,5.56972,0.318,MBA,15.45,
143332 (2003 AD66),1.662,5.527,0.403,MBA,16.13,
143353 (2003 AP86),1.698,7.59482,0.322,MBA,16.04,
143439 (2003 BM67),3.315,6.534,0.147,MBA,15.54,
143446 (2003 BY75),5.723,121.136,0.059,MBA,15.18,
143624 (2003 HM16),2.137,32.1,0.169,APO,15.91,
143794 (2003 WY104),2.360,11.374,0.066,MBA,16.96,
143913 (2003 YF74),2.434,8.69302,0.057,MBA,16.98,
143985 (2003 YT153),5.131,10.019,0.067,MBA,15.34,
144060 (2004 BR41),4.854,288.389,0.043,MBA,15.90,
144106 (2004 BW70),3.817,6.08,0.253,MBA,14.59,
144147 (2004 BE94),5.858,6.923,0.068,MBA,14.95,
144349 (2004 DU36),2.506,14.1898,0.446,MBA,14.88,
144459 (2004 EW43),4.277,1.01,0.056,MBA,15.67,
144525 (2004 EF80),2.593,2.67088,0.288,MBA,15.41,
144569 (2004 FO14),5.250,3.5,0.053,MBA,15.51,
144590 (2004 FM41),2.727,13.9481,0.104,MBA,16.30,
144613 (2004 FJ58),3.889,4.88,0.053,MBA,15.60,
144806 (2004 HC61),5.480,71.958,0.040,MBA,15.82,
144881 (2004 RM99),6.083,187.592,0.040,MBA,15.19,
144901 (2004 WG1),2.240,8.06,0.038,APO,17.54,
144919 (2005 BA27),1.459,5.164,0.330,IMB,16.36,
144924 (2005 CX48),7.894,5.92817,0.042,MBA,14.93,
145064 (2005 GD23),5.314,4.892,0.052,MBA,15.67,
145074 (2005 GO33),1.874,39.2259,0.181,MBA,16.23,
145098 (2005 GJ86),4.087,4.12,0.067,MBA,15.81,
145105 (2005 GW101),3.378,6.23,0.062,MBA,16.30,
145137 (2005 GW162),5.684,6.353,0.072,MBA,14.92,
145376 (2005 NA6),7.910,7.307,0.082,MBA,14.31,
145425 (2005 QP39),4.970,200.,0.103,MBA,15.08,
145440 (2005 QU143),7.486,11.724,0.060,MBA,14.54,
145482 (2005 UD130),6.516,4.138,0.046,MBA,15.25,
145486 (2005 UJ438),20.800,8.32,0.215,CEN,10.87,
145508 (2006 DO50),2.599,200.827,0.238,MBA,15.52,
145509 (2006 DX65),4.426,4.882,0.047,MBA,15.96,
145647 (4193 P-L),2.037,13.926,0.269,MBA,15.84,
145677 (2172 T-2),1.859,8.05537,0.169,MBA,16.11,
145686 (4077 T-2),3.143,264.035,0.045,MBA,16.70,
145703 (4389 T-3),5.789,1.73476,0.062,MBA,15.13,
145710 (1989 SF3),1.670,16.347,0.303,MBA,15.93,
145712 (1991 BQ1),4.249,7.35184,0.049,MBA,15.85,
145813 (1998 SJ125),3.359,85.4573,0.052,MBA,16.33,
145898 (1999 TT192),1.418,6.57,0.319,MBA,16.57,
146076 (2000 GR158),2.885,4.35,0.049,MBA,16.74,
146112 (2000 QW176),2.915,28.1808,0.300,MBA,15.01,
146130 (2000 RG93),2.478,5.086,0.239,MBA,15.66,
146134 (2000 SE1),1.294,21.782,0.412,MCA,15.98,
146148 (2000 SN132),9.945,5.51019,0.059,MBA,14.02,
146156 (2000 SG158),7.460,4.29834,0.080,OMB,14.37,
146179 (2000 SY309),7.482,6.12123,0.095,MBA,14.17,
146217 (2000 VX50),3.618,6.81211,0.178,MBA,15.02,
146218 (2000 VN52),7.680,105.088,0.052,MBA,14.75,
146231 (2000 WX101),6.686,33.0195,0.075,OMB,14.65,
146237 (2000 WP154),7.046,24.0669,0.098,MBA,14.37,
146242 (2000 XQ2),9.627,8.64404,0.058,MBA,14.27,
146247 (2000 XU23),6.410,5.226,0.082,MBA,14.68,
146253 (2000 YB50),8.059,7.20357,0.043,OMB,14.63,
146277 (2001 FJ49),2.473,23.9234,0.381,MBA,15.28,
146345 (2001 OJ73),2.357,4.983,0.380,MBA,14.99,
146349 (2001 OX96),2.887,29.2115,0.134,MBA,15.81,
146373 (2001 QM3),2.729,17.2279,0.164,MBA,15.64,
146447 (2001 RU8),3.328,84.0563,0.040,MBA,16.66,
146467 (2001 RX63),4.546,3.232,0.059,MBA,15.47,
146579 (2001 TF88),3.952,6.956,0.078,MBA,15.80,
146630 (2001 UU23),4.186,9.386,0.064,MBA,16.04,
146870 (2002 AT181),5.443,8.67,0.072,MBA,15.22,
146883 (2002 CF24),5.003,5.158,0.064,MBA,15.38,
146884 (2002 CL24),8.130,5.09462,0.051,MBA,14.48,
146891 (2002 CY40),5.579,110.265,0.099,MBA,14.75,
146918 (2002 CT225),6.720,115.657,0.068,MBA,14.60,
146925 (2002 CM265),5.474,1.15,0.135,MBA,14.44,
146936 (2002 DE6),7.862,5.42518,0.065,MBA,14.43,
146959 (2002 FA40),7.783,9.42244,0.067,MBA,14.50,
147088 (2002 SQ50),3.463,7.193,0.058,MBA,16.08,
147237 (2002 XC54),2.892,21.8486,0.111,MBA,16.14,
147255 (2002 XX88),3.714,79.6961,0.081,MBA,15.96,
147270 (2002 YT16),1.461,18.46,0.330,MBA,16.25,
147281 (2002 YG35),3.161,15.2415,0.187,MBA,15.24,
147344 (2003 BK67),2.667,5.18587,0.206,MBA,15.52,
147363 (2003 CH10),5.778,3.74,0.040,MBA,15.69,
147395 (2003 EE62),6.434,31.0271,0.056,MBA,14.94,
147412 (2003 FN79),4.948,63.286,0.114,MBA,14.96,
147518 (2004 DT37),2.650,30.7261,0.276,MBA,15.11,
147545 (2004 EA50),2.685,1.9,0.062,MBA,16.79,
147560 (2004 FN25),2.434,261.904,0.248,MBA,15.67,
147829 (2005 SM261),3.942,3.5,0.060,MBA,15.92,
147880 (2006 QV113),3.035,2.78867,0.203,MBA,15.16,
147903 (2006 SE61),2.715,4.5,0.079,MBA,16.59,
148028 (1998 EY12),6.582,4,0.049,MBA,14.91,
148107 (1999 RR144),4.067,4.704,0.169,MBA,14.80,
148120 (1999 TK85),1.640,36.452,0.238,MBA,16.37,
148390 (2000 TU37),2.932,264.367,0.205,MBA,15.28,
148428 (2000 WV160),7.524,4.191,0.078,MBA,14.54,
148449 (2000 YQ5),4.603,26.6977,0.191,MBA,14.69,
148554 (2001 QR163),1.726,17.665,0.259,MBA,16.23,
148558 (2001 QQ194),3.315,3.752,0.255,MBA,14.79,
148679 (2001 SB215),2.458,19.383,0.202,MBA,15.63,
149015 (2002 AY52),7.024,4.18264,0.068,MBA,14.72,
149106 (2002 CD206),5.032,261.164,0.064,MBA,15.47,
149135 (2002 EX70),6.722,50.555,0.090,MBA,14.40,
149155 (2002 FF12),6.534,9,0.045,MBA,14.92,
149182 (2002 JX69),6.446,2.895,0.067,MBA,14.88,
149183 (2002 JV75),5.313,1.78,0.047,MBA,15.51,
149265 (2002 TH53),3.626,4.02,0.059,MBA,16.18,
149278 (2002 TS118),2.760,16.2768,0.070,MBA,16.64,
149391 (2003 AE11),2.195,8.00902,0.211,MBA,15.83,
149449 (2003 CE10),6.008,5.493,0.071,MBA,14.96,
149517 (2003 FF74),4.808,6.901,0.053,MBA,15.64,
149729 (2004 KA4),3.469,0.85,0.193,MBA,15.13,
149759 (2004 PR69),8.808,53.5349,0.048,MBA,14.46,
150030 (2005 VD60),6.291,8.6127,0.045,MBA,15.38,
150044 (2005 WX187),3.489,83.7054,0.191,MBA,15.03,
150140 (1995 YF6),5.128,17.23,0.039,MBA,15.64,
150223 (1998 TT22),2.861,2.75,0.065,MBA,16.49,
150236 (1998 XV19),1.866,120.735,0.222,MBA,16.24,
150261 (1999 RC68),5.489,6.63,0.053,MBA,15.30,
150266 (1999 RZ137),5.552,5.298,0.069,MBA,15.09,
150273 (1999 RA233),3.504,19.018,0.144,MBA,15.13,
150274 (1999 SS),6.131,1.35,0.047,MBA,15.29,
150563 (2000 ST276),5.705,5.10799,0.094,MBA,14.84,
150608 (2000 XG40),6.941,9.003,0.064,MBA,14.67,
150626 (2001 AG7),6.143,7.948,0.089,MBA,14.74,
150634 (2001 BY25),6.984,12.441,0.063,MBA,14.77,
150662 (2001 HG37),2.859,51.5794,0.113,MBA,16.10,
151097 (2001 VN108),1.954,30.58,0.221,MBA,16.00,
151138 (2001 XL40),2.702,3.782,0.221,MBA,15.38,
151143 (2001 XQ47),6.329,44.7891,0.042,MBA,14.87,
151267 (2002 AY124),8.273,21.2787,0.078,MBA,14.20,
151278 (2002 AK183),2.429,21.682,0.360,MBA,15.14,
151293 (2002 CN26),4.018,8.252,0.173,MBA,14.81,
151357 (2002 CN304),3.489,5.601,0.145,MBA,15.24,
151409 (2002 EX125),5.648,5.93,0.042,MBA,15.54,
151434 (2002 FK38),4.865,6.35,0.062,MBA,15.41,
151658 (2002 YK),3.866,96.847,0.047,MBA,16.16,
151780 (2003 EX47),4.119,3.27594,0.261,MBA,14.41,
151827 (2003 FX106),5.915,4.28,0.046,MBA,15.50,
151880 (2003 SF151),7.550,308.177,0.054,MBA,14.59,
152202 (2005 QE143),3.879,10.13,0.068,MBA,15.80,
152206 (2005 QW168),3.836,171.152,0.144,MBA,15.03,
152291 (2005 TD24),4.902,6.50572,0.051,MBA,15.58,
152361 (2005 UX140),4.063,3.66232,0.117,MBA,15.24,
152439 (2005 UP446),5.379,6.462,0.056,MBA,15.52,
152463 (2005 VE77),3.809,3.692,0.176,MBA,15.03,
152510 (2005 XA64),4.427,10.085,0.068,MBA,15.46,
152558 (1990 SA),1.4,8.147,0.146,AMO,16.86,
152559 Bodelschwingh (1990 TM13),3.541,34.0215,0.204,MBA,14.95,
152563 (1992 BF),0.272,32.,0.287,ATE,19.71,
152564 (1992 HF),0.282,3.276,0.169,APO,19.63,
152679 (1998 KU2),4.167,125,0.022,APO,16.55,
152754 (1999 GS6),0.414,8.021,0.216,APO,19.22,
152764 (1999 LJ10),5.196,27.624,0.054,MBA,15.57,
152809 (1999 TU197),7.065,1.65,0.074,MBA,14.52,
152830 Dinkinesh (1999 VD57),0.719,52.67,,MBA,17.40,3.3e-8
152847 (1999 VZ156),3.473,8.963,0.077,MBA,15.79,
152863 (1999 XZ114),6.718,130.446,0.042,MBA,15.15,
152919 (2000 EU21),2.002,10.9527,0.231,MBA,15.90,
152931 (2000 EA107),1.646,4.1367,0.237,ATE,16.31,
152952 (2000 GC2),0.776,4.179,0.353,AMO,17.58,
152978 (2000 GJ147),0.531,10.009,0.109,APO,19.57,
153029 (2000 OT37),5.566,32.484,0.082,MBA,15.08,
153103 (2000 ST32),2.604,2.76,0.150,MBA,15.90,
153185 (2000 UJ73),5.789,4.15581,0.069,MBA,15.10,
153201 (2000 WO107),0.510,5.022,0.129,ATE,19.30,
153216 (2000 YR19),6.194,41.4211,0.042,MBA,15.30,
153462 (2001 RE2),3.880,11.16,0.068,MBA,16.03,
153498 (2001 RL119),3.910,1.76698,0.061,MBA,15.75,
153501 (2001 RG126),3.064,10.674,0.068,MBA,16.49,
153591 (2001 SN263),2,3.423,,AMO,17.11,
153649 (2001 TJ102),2.494,3.522,0.341,MBA,15.12,
153652 (2001 TC103),4.350,3.0681,0.075,MBA,13.83,
153793 (2001 VF78),4.289,6.932,0.050,MBA,16.05,
153814 (2001 WN5),0.932,4.253,0.097,APO,18.28,
153842 (2001 XT30),1.759,17.95,0.193,AMO,16.70,
153860 (2001 XE65),2.096,1.92,0.254,MBA,15.86,
153884 (2001 XO158),2.383,6.506,0.284,MBA,15.48,
153955 (2002 AA20),2.680,5.76402,0.081,MBA,16.29,
154029 (2002 CY46),1.119,2.554,0.098,APO,16.52,
154152 (2002 GX3),8.370,20.558,0.044,MBA,14.53,
154168 (2002 GH67),4.201,133.563,0.251,MBA,14.37,
154186 (2002 GV121),6.266,22.794,0.071,MBA,14.90,
154216 (2002 JR55),7.577,186.804,0.093,MBA,14.24,
154251 (2002 LB5),7.216,0.98,0.049,MBA,14.99,
154267 (2002 RK107),6.391,4.06907,0.052,MBA,15.07,
154276 (2002 SY50),1.060,4.823,0.143,APO,17.61,
154337 (2002 VV121),4.141,9.717,0.080,MBA,15.75,
154428 (2003 BE48),2.484,15.945,0.050,MBA,17.11,
154487 (2003 EZ35),2.629,5.75,0.147,MBA,15.94,
154503 (2003 FQ35),1.905,5.032,0.280,MBA,15.96,
154508 (2003 FC49),3.644,5.96,0.058,MBA,16.15,
154558 (2003 HR8),3.602,19.065,0.136,MBA,15.20,
154589 (2003 MX2),1.109,1.611,0.395,AMO,16.62,
154713 (2004 LA2),2.777,8.89,0.100,MBA,16.11,
154752 (2004 PL4),3.075,5.421,0.225,MBA,15.22,
154807 (2004 PP97),0.469,161,0.319,APO,18.56,
154852 (2004 RE61),5.880,9.209,0.081,MBA,14.93,
154857 (2004 RG68),4.663,6.19835,0.068,MBA,15.56,
154993 (2005 EA94),0.828,13.761,0.195,APO,17.99,
155110 (2005 TB),0.683,3.479,0.379,APO,17.46,
155218 (2005 VL7),4.654,100.509,0.128,MBA,14.72,
155296 (2005 YJ),6.886,7.22,0.065,MBA,14.62,
155702 (2000 QJ69),2.061,61.8259,0.315,MBA,15.62,
155730 (2000 RQ64),1.970,16.2461,0.345,MBA,15.45,
155766 (2000 SO223),2.322,5.13,0.068,MBA,16.73,
155806 (2000 VE28),2.171,14.66,0.342,MBA,15.45,
155842 (2000 YC87),4.461,3.751,0.067,MBA,15.57,
155844 (2000 YZ112),3.408,31.3418,0.200,MBA,15.01,
155870 (2001 DL27),3.992,0.92,0.111,MBA,15.19,
155921 (2001 OJ105),5.084,4.063,0.062,MBA,15.66,
155972 (2001 QW227),2.874,6.448,0.085,MBA,16.32,
156164 (2001 TC116),2.650,4.123,0.363,MBA,15.07,
156269 (2001 VP47),2.495,5.83031,0.284,MBA,15.37,
156286 (2001 WV13),1.528,2.72,0.301,MBA,16.25,
156316 (2001 XP68),3.274,8.96539,0.086,MBA,15.71,
156380 (2001 YL70),1.827,5.25,0.366,MBA,15.75,
156471 (2002 CE40),2.166,5.10474,0.180,MBA,15.73,
156476 (2002 CO49),2.039,2.524,0.425,MBA,15.41,
156634 (2002 JW13),1.214,3.32571,0.397,IMB,16.53,
156691 (2002 LR5),7.343,4.98588,0.043,MBA,15.04,
156780 (2003 AV78),2.972,2.65,0.029,MBA,17.08,
156823 (2003 BV60),1.859,4.65,0.097,MBA,17.16,
157024 (2003 QN86),3.865,74.1194,0.225,MBA,14.49,
157025 (2003 QW88),12.754,74.1808,0.057,OMB,13.54,
157027 (2003 QQ95),6.642,1.35,0.076,MBA,14.69,
157069 (2003 SR304),4.933,22.5386,0.105,MBA,14.95,
157369 (2004 TE128),3.444,66.4566,0.163,MBA,15.30,
157442 (2004 VZ13),4.393,6.16,0.121,MBA,14.90,
157494 Durham (2005 RK28),2.793,14.21,0.099,MBA,16.25,
157515 (2005 ST105),6.251,7.29843,0.050,MBA,15.22,
157562 (2005 UU120),2.750,9.06,0.049,MBA,17.03,
157641 (2005 XX81),3.364,7.33,0.033,MBA,16.86,
157835 (1998 FS71),3.676,175.602,0.099,MBA,15.71,
157880 (1999 NO60),5.291,29.2865,0.044,MBA,15.55,
157900 (1999 TW108),4.784,225.503,0.053,MBA,15.58,
157907 (1999 TY154),3.229,3.034,0.223,MBA,15.16,
157952 (2000 CX111),7.721,5.085,0.051,MBA,14.72,
157995 (2000 LF26),2.203,8.52109,0.120,MCA,16.24,
158042 (2000 SK112),3.199,5.511,0.109,MBA,15.90,
158058 (2000 SZ322),5.902,10.2774,0.061,MBA,15.27,
158059 (2000 SW358),4.853,28.6109,0.075,MBA,15.41,
158093 (2000 WT89),3.615,5.28095,0.071,MBA,16.08,
158101 (2000 XN26),4.188,220.755,0.277,MBA,14.12,
158156 (2001 OR10),9.846,9.05,0.073,MBA,13.96,
158212 (2001 SU83),3.554,8.18761,0.039,MBA,16.39,
158325 (2001 VO105),1.684,3.07,0.327,MBA,16.03,
158327 (2001 VL117),2.635,11.8531,0.254,MBA,15.44,
158345 (2001 XE67),3.951,30.369,0.103,MBA,15.42,
158377 (2001 XZ202),3.763,15.8815,0.041,MBA,16.18,
158402 (2001 YL117),2.096,4.36967,0.305,MBA,15.73,
158704 (2003 FK131),3.116,1.9,0.055,MBA,16.46,
158794 (2003 SG149),6.355,3.81,0.044,MBA,15.20,
158953 (2004 RX150),5.245,9.54434,0.044,MBA,15.71,
159410 (1999 RU122),5.872,6.62,0.029,MBA,15.59,
159424 (1999 TD97),4.424,732.543,0.082,MBA,15.27,
159444 (1999 XN209),3.551,232.515,0.168,MBA,15.07,
159454 (2000 DJ8),0.577,14.245,0.367,AMO,18.04,
159465 (2000 QJ2),2.386,47.0976,0.347,MCA,15.17,
159473 (2000 RB),2.134,273.525,0.245,MBA,15.88,
159493 (2000 UA),3.262,14.517,0.293,MCA,14.36,
159504 (2000 WO67),2.324,2.941,0.052,APO,16.96,
159512 (2000 YR106),5.572,25.504,0.062,MBA,15.38,
159610 (2002 AJ13),4.508,22.6595,0.052,MBA,15.50,
159651 (2002 CZ276),2.658,70.6909,0.075,MBA,16.55,
159669 (2002 GY73),5.188,6.35,0.050,MBA,15.68,
159708 (2002 TK179),8.072,73.396,0.068,MBA,14.37,
159709 (2002 TZ191),8.545,4.171,0.067,MBA,14.40,
159765 (2003 HO2),1.813,15.469,0.309,MBA,15.92,
159799 Kralice (2003 RF14),5.346,8.42,0.051,MBA,15.39,
159844 (2003 WA12),3.589,5.98,0.165,MBA,15.05,
159848 (2003 WS153),8.977,15.3945,0.055,MBA,14.19,
159857 (2004 LJ1),3.070,2.72627,0.130,APO,15.46,
159864 (2004 PH50),1.382,8.41806,0.111,MBA,17.59,
159919 (2004 XU163),6.648,3.993503,0.084,MBA,14.60,
159929 (2005 UK),2.620,33.4,0.026,AMO,17.72,
160022 (1995 YL11),2.688,5.49,0.024,MBA,17.40,
160076 (2000 GS8),4.266,24.3157,0.140,MBA,14.93,
160224 (2002 GT59),5.122,8.29798,0.067,MBA,15.65,
160252 (2002 PW41),5.863,3.7527,0.089,MBA,14.93,
160262 (2002 RO8),3.856,3.228,0.157,MBA,15.08,
160351 (2003 UZ85),6.916,8.671,0.053,MBA,14.95,
160353 (2003 UV162),4.781,11.707,0.059,MBA,15.41,
160464 (2006 BQ145),3.421,10.3433,0.104,MBA,15.34,
