full_name,diameter,rot_per,albedo,class,H,GM
160559 (1998 RS55),5.744,7.8,0.049,MBA,15.37,
160572 (1999 CM46),4.500,107.89,0.138,MBA,14.80,
160581 (1999 KH12),5.250,6.91,0.077,OMB,15.00,
160615 (1999 TG97),3.701,4.66,0.089,MBA,15.80,
160734 (2000 RS23),3.038,1.36,0.084,MBA,16.29,
160770 (2000 SF188),2.573,4.35536,0.046,MBA,16.83,
160774 (2000 SK217),3.474,56.1936,0.044,MBA,16.52,
160812 (2000 WN3),2.527,12.6458,0.210,MBA,15.36,
160831 (2000 XK39),3.368,4.58046,0.247,MBA,14.97,
160869 (2001 KM39),8.810,6.916,0.033,MBA,14.90,
161061 (2002 JN99),2.188,4.814,0.280,MBA,15.61,
161080 (2002 MC1),11.176,48.3245,0.038,MBA,14.06,
161096 (2002 PP92),7.059,269.03,0.047,MBA,15.09,
161101 (2002 PL154),4.542,134.613,0.049,MBA,16.01,
161151 (2002 SH27),6.536,19.778,0.050,MBA,15.02,
161190 (2002 TW180),6.806,37.9669,0.042,MBA,14.96,
161195 (2002 TS227),5.013,3.009,0.085,MBA,15.14,
161301 (2003 MH1),4.163,4.58683,0.050,MBA,15.94,
161340 (2003 SK37),4.527,25.1679,0.045,MBA,15.83,
161354 (2003 SH149),5.092,6.032,0.057,MBA,15.47,
161360 (2003 SR165),5.275,2.32,0.030,MBA,15.93,
161391 (2003 UF97),3.351,4.47,0.040,MBA,16.44,
161444 (2003 YX32),6.676,21.6119,0.052,MBA,15.09,
161608 (2005 UZ68),7.789,4.04251,0.073,MBA,14.34,
161686 (2006 HX16),6.403,30.5472,0.057,MBA,15.06,
161711 (2006 KU88),6.503,1.87064,0.055,MBA,15.07,
161738 (2006 SD126),4.430,256.443,0.078,MBA,15.57,
161977 (2007 LE3),2.039,1.35,0.268,MBA,15.39,
161989 Cacus (1978 CA),1.9,3.7538,0.09,APO,17.31,
162000 (1990 OS),0.4,2.536,,APO,19.64,
162038 (1996 DH),1.959,7.16,0.105,AMO,16.69,
162058 (1997 AE12),0.847,1880,0.186,AMO,18.00,
162097 (1998 QF30),3.340,6.063,0.083,MBA,15.95,
162142 (1998 VR),0.462,8.44,0.250,ATE,18.78,
162156 (1999 BU28),6.879,2.403865,0.041,MBA,15.19,
162171 (1999 GC56),7.621,4.54666,0.044,MBA,14.72,
162173 Ryugu (1999 JU3),0.896,7.63262,0.045,APO,19.55,3.00e-8
162175 (1999 JJ45),1.652,16.0032,0.163,MBA,16.58,
162181 (1999 LF6),0.729,37.26,0.175,APO,18.20,
162385 (2000 BM19),0.812,9.463,0.115,ATE,18.59,
162431 (2000 FV4),7.685,113.765,0.052,MBA,14.74,
162454 (2000 HO24),5.066,8.46128,0.131,MBA,14.74,
162463 (2000 JH5),1.048,3.024,0.084,APO,17.97,
162464 (2000 JR60),3.755,298.768,0.239,MBA,14.66,
162483 (2000 PJ5),0.906,2.642,0.236,ATE,17.53,
162566 (2000 RJ34),4.299,50.67,0.071,AMO,15.73,
162567 (2000 RW37),0.335,2.439,0.173,APO,19.97,
162772 (2000 WX175),4.417,108.495,0.063,MBA,15.70,
162809 (2001 AW34),2.069,5.577,0.285,MBA,15.82,
162820 (2001 BK36),4.873,3.954,0.062,MBA,15.43,
162836 (2001 CY22),3.389,5.25,0.097,MBA,15.73,
162872 (2001 FP3),2.563,21.0204,0.224,MBA,15.36,
162912 (2001 MD12),7.188,125.517,0.054,MBA,14.81,
162921 (2001 OL11),6.948,140.062,0.044,MBA,15.33,
162930 (2001 OA82),8.575,6.82714,0.050,MBA,14.66,
162935 (2001 OO98),6.532,10.4202,0.060,MBA,15.00,
162936 (2001 OD102),8.372,4.11,0.058,OMB,14.52,
162939 (2001 PA12),7.693,6.76112,0.039,MBA,15.14,
162941 (2001 PM25),6.081,7.08987,0.069,MBA,14.96,
162954 (2001 QB93),7.625,16.4748,0.040,MBA,14.95,
162974 (2001 QC276),6.822,298.963,0.072,OMB,14.70,
162977 (2001 QY294),5.840,15.677,0.068,OMB,15.09,
162980 (2001 RR17),0.790,12.71,0.658,APO,16.77,
162998 (2001 SK162),0.875,68,0.161,APO,18.15,
163201 (2002 EB39),2.517,35.4356,0.065,MBA,16.41,
163243 (2002 FB3),1.682,6.231,0.172,ATE,16.42,
163313 (2002 JG75),2.279,25.0573,0.148,MBA,15.78,
163348 (2002 NN4),0.735,14.5,0.030,ATE,20.05,
163362 (2002 OZ14),6.412,14.251,0.082,MBA,14.80,
163419 (2002 RK52),6.073,15.964,0.063,MBA,15.04,
163430 (2002 RO67),7.734,13.6398,0.068,MBA,14.59,
163468 (2002 RZ177),7.163,350.,0.038,MBA,15.08,
163486 (2002 SL6),5.531,12.846,0.044,MBA,15.71,
163499 (2002 SE41),5.895,61.2634,0.067,MBA,15.36,
163509 (2002 SU60),5.289,51.959,0.063,MBA,15.19,
163533 (2002 TY46),8.236,5.376,0.065,MBA,14.41,
163554 (2002 TU114),7.197,5.89,0.041,MBA,15.15,
163567 (2002 TU135),4.831,7.76,0.120,MBA,15.01,
163627 (2002 UB7),6.301,7.24848,0.071,OMB,14.79,
163634 (2002 UW25),4.888,10.426,0.097,MBA,15.05,
163676 (2002 XG62),5.522,4.82,0.037,MBA,15.45,
163680 (2002 XK84),10.317,38.4209,0.046,MBA,13.98,
163691 (2003 BB43),3.449,6.649,0.021,AMO,17.09,
163694 (2003 DP13),0.832,2.387,0.276,AMO,17.50,
163731 (2003 KD),17.186,8.103,0.060,TJN,12.78,
163743 (2003 MN3),1.275,104.263,0.394,MBA,16.48,
163799 (2003 QR69),1.863,2.5,0.321,MCA,15.66,
163818 (2003 RX7),0.386,5.649,0.516,APO,18.46,
163862 (2003 SX98),5.543,23.1109,0.052,MBA,15.37,
163899 (2003 SD220),0.791,285,0.340,ATE,17.56,
163934 (2003 SG311),3.511,8.438,0.052,MBA,15.95,
163950 (2003 UN22),2.292,1.97,0.280,MBA,15.58,
164025 (2003 UH226),4.715,3.58,0.055,MBA,15.82,
164049 (2003 UC302),1.645,55.0648,0.216,MBA,16.29,
164079 (2003 WS94),3.681,5.3,0.043,MBA,16.32,
164080 (2003 WJ96),3.474,2.66,0.040,MBA,16.34,
164104 (2003 XF9),5.065,2.628,0.131,MBA,14.51,
164121 (2003 YT1),1.717,2.343,0.198,APO,16.15,
164125 (2003 YZ10),4.884,24.4219,0.047,MBA,15.58,
164131 (2003 YL43),4.970,20.6268,0.065,MBA,15.38,
164134 (2003 YY48),7.176,19.49,0.050,MBA,15.00,
164159 (2003 YY151),6.579,13.8088,0.102,MBA,14.54,
164163 (2003 YS155),6.270,4.37,0.041,MBA,15.32,
164228 (2004 RC229),1.394,6.25,0.250,MBA,16.64,
164405 Fennell (2005 UK504),2.346,16.766,0.293,MBA,15.76,
164482 (2006 FG24),2.408,4.32,0.077,MBA,16.66,
164512 (2006 HG2),7.635,15.5846,0.028,MBA,15.14,
164520 (2006 HX28),2.202,26.9625,0.252,MBA,15.61,
164523 (2006 HF47),5.269,161.197,0.058,MBA,15.15,
164573 (2006 KK122),2.429,36.4048,0.109,MBA,16.16,
164592 (2761 P-L),4.208,73.036,0.044,MBA,16.47,
164625 (1993 TC15),4.436,6.32,0.043,MBA,15.97,
164806 (1999 JA110),3.893,9.01624,0.039,MBA,16.42,
164818 (1999 RR41),2.244,7.29,0.080,MBA,16.67,
165052 (2000 EE59),4.046,7.431,0.156,MBA,15.02,
165093 (2000 GG89),6.893,71.212,0.102,MBA,14.43,
165552 (2001 DS42),2.231,5.435,0.246,MBA,15.96,
165594 (2001 FT40),4.154,13.0058,0.064,MBA,15.73,
165634 (2001 FA171),4.458,4.02,0.067,MBA,15.68,
165676 (2001 OG41),7.147,5.8483,0.046,MBA,15.04,
165725 (2001 QJ101),5.245,3.46335,0.093,MBA,15.10,
165736 (2001 QQ131),5.836,76.227,0.108,MBA,14.70,
165742 (2001 QO162),3.940,4.44,0.150,MBA,15.13,
165785 (2001 RT5),6.189,4.71,0.042,MBA,15.48,
165811 (2001 RH81),6.707,34.0522,0.068,MBA,14.77,
165815 (2001 RF100),5.891,4.338,0.081,MBA,14.94,
165842 (2001 RE153),6.231,78.7205,0.045,MBA,15.17,
165982 (2001 YM96),3.562,11.1278,0.051,MBA,16.53,
165997 (2002 AP31),3.256,3.428,0.096,MBA,16.04,
166045 (2002 CJ17),1.231,14.875,0.321,MBA,16.68,
166085 (2002 CU117),2.478,5.44,0.050,MBA,17.10,
166225 (2002 FP9),2.090,3.33,0.147,MBA,16.51,
166342 (2002 JV132),3.959,3.7,0.041,MBA,16.25,
166500 (2002 QD17),6.659,5.85,0.058,MBA,14.97,
166572 (2002 RU120),4.355,7.62,0.049,MBA,15.80,
166575 (2002 RV127),2.823,198.814,0.202,MBA,15.42,
166631 (2002 SB26),3.980,1.97,0.093,MBA,15.47,
166636 (2002 SZ38),4.888,1.1,0.032,MBA,16.23,
166646 (2002 TJ4),6.689,12.95,0.075,MBA,14.88,
166836 (2002 VL119),6.493,370.983,0.035,MBA,14.75,
166840 (2002 VT122),4.459,3.45,0.081,MBA,15.46,
166872 (2002 XP50),10.307,8.746,0.044,MBA,14.28,
167222 (2003 UT39),3.494,1,0.052,MBA,16.25,
167257 (2003 UG118),3.119,4.356,0.138,MBA,15.75,
167509 (2003 YS113),2.596,14.2207,0.239,MBA,15.44,
167560 (2004 BR37),6.745,24.3553,0.047,MBA,15.09,
167570 (2004 BG52),3.697,9.9,0.082,MBA,15.64,
167626 (2004 CX60),6.130,240.986,0.057,MBA,15.07,
167857 (2005 EE10),4.962,20.3148,0.029,MBA,15.54,
167870 (2005 EP27),3.908,18.11,0.055,MBA,15.96,
167898 (2005 EP78),5.102,3.72,0.068,MBA,15.40,
168022 (2005 JK44),5.942,71.7583,0.046,OMB,15.02,
168041 (2005 MH18),4.640,7.33,0.062,MBA,15.47,
168062 (2006 BB266),2.393,12.0737,0.123,MBA,16.20,
168232 (2006 KO41),1.794,4.05,0.263,MBA,15.97,
168241 (2006 KD86),4.339,5.40435,0.071,MBA,15.50,
168318 (1989 DA),0.9,3.925,,APO,19.03,
168378 (1997 ET30),0.841,5.721,0.509,AMO,16.91,
168431 (1998 SB130),2.247,381.444,0.201,MBA,15.76,
168466 (1999 JM112),6.318,13.51291,0.040,MBA,15.33,
168839 (2000 TX48),2.144,7.058,0.188,MBA,16.25,
168871 (2000 WB9),1.738,3.692,0.177,MBA,16.65,
168876 (2000 WZ24),2.691,268.35,0.081,MBA,16.66,
168906 (2000 XE12),1.622,2.881,0.352,MBA,16.12,
168944 (2000 YK126),5.326,7.44944,0.061,MBA,15.30,
168960 (2001 BQ19),6.234,25.2456,0.054,MBA,15.20,
169066 (2001 FR157),4.934,97.669,0.038,MBA,16.11,
169091 (2001 KA14),5.151,1.82,0.086,MBA,14.94,
169114 (2001 OK47),7.087,6.86,0.039,MBA,15.26,
169137 (2001 QM57),8.276,7.69019,0.028,MBA,15.18,
169189 (2001 RZ28),4.206,4.186,0.091,MBA,15.50,
169191 (2001 RF30),4.951,5.25,0.045,MBA,15.89,
169206 (2001 RU89),4.292,5.3,0.115,MBA,15.22,
169233 (2001 SF32),4.663,5.185,0.047,MBA,15.70,
169255 (2001 SP129),7.416,8.161,0.035,MBA,15.24,
169311 (2001 TV81),5.589,23.49,0.052,MBA,15.54,
169409 (2001 XL109),5.045,34.688,0.110,MBA,15.18,
169418 (2001 XF208),5.713,5.88319,0.049,MBA,15.42,
169599 (2002 GD81),1.726,26.097,0.341,MBA,15.94,
169730 (2002 NW46),3.838,1.33,0.057,MBA,16.09,
169855 (2002 RU41),4.587,100.351,0.133,MBA,15.01,
169858 (2002 RG44),3.769,5.49,0.072,MBA,16.00,
169920 (2002 SQ14),5.213,5.445,0.065,MBA,15.43,
170132 (2003 AK27),7.092,36.5061,0.052,MBA,14.93,
170144 (2003 AN81),6.051,13.947,0.058,MBA,15.09,
170186 (2003 NS6),1.663,3.2,0.176,MBA,16.77,
170455 (2003 UD184),2.812,634.042,0.062,MBA,16.75,
170633 (2003 YT71),4.041,4.7,0.038,MBA,16.08,
170727 (2004 BU73),5.543,9.94,0.076,MBA,15.24,
171207 (2005 JQ63),6.883,4.29,0.071,OMB,14.61,
171234 (2005 JO165),4.658,7.75,0.056,MBA,15.64,
171239 (2005 KO10),3.922,21.1895,0.126,MBA,15.26,
171286 (2006 FF51),2.735,4.65,0.215,MBA,15.51,
171390 (2006 PK13),7.131,6.94,0.050,OMB,14.74,
171438 (2007 RG84),4.845,1.13,0.027,MBA,16.27,
171677 (2000 QG136),5.435,7.528,0.045,MBA,15.41,
171866 (2001 QV72),6.414,20.2675,0.108,MBA,14.27,
171883 (2001 QH328),7.629,11.583,0.036,MBA,14.71,
171989 (2001 TS203),7.141,5.27394,0.046,MBA,15.04,
172029 (2001 VP39),6.326,24.48,0.053,MBA,15.09,
172034 (2001 WR1),0.631,8.0475,0.336,AMO,17.84,
172036 (2001 WO28),8.496,26.288,0.035,MBA,14.85,
172106 (2002 GH24),2.073,5.35,0.113,MBA,16.79,
172113 (2002 GA93),2.320,6.243,0.157,MBA,16.24,
172143 (2002 JW80),1.535,6.35,0.226,MBA,16.49,
172158 (2002 NS28),1.589,4.97,0.146,MBA,16.86,
172170 (2002 OE4),4.733,3.657,0.055,MBA,15.78,
172410 (2003 CB2),8.388,6.351,0.063,MBA,14.21,
172425 Taliajacobi (2003 OJ18),1.905,44.7532,0.364,MCA,15.53,
172608 (2003 WA86),3.715,1554.,0.185,MBA,15.01,
172609 (2003 WA87),2.106,29.5405,0.302,MBA,15.75,
172673 (2003 YH126),3.428,25.6593,0.150,MBA,15.02,
172699 (2004 BR23),4.207,8.44,0.052,MBA,15.89,
172778 (2004 EE64),3.797,4.1813,0.134,MBA,15.11,
172924 (2005 GE144),5.643,7.643,0.067,MBA,15.12,
172939 (2005 JY49),5.513,358.233,0.077,OMB,15.11,
172984 (2006 HK89),2.480,4.67726,0.287,MBA,15.17,
173032 Mingus (2006 QF40),4.233,5.4,0.048,MBA,15.82,
173082 (2006 UT265),7.027,10.21,0.025,MBA,15.24,
173140 (1995 SH19),3.226,84,0.074,MBA,15.88,
173247 (1999 RQ46),1.933,3.15,0.327,MBA,15.87,
173273 (1999 SZ4),3.460,6.523,0.080,MBA,15.97,
173464 (2000 QX154),7.526,9.095,0.046,MBA,14.63,
173490 (2000 SP176),1.300,6.332,0.262,MBA,17.01,
173499 (2000 SU309),8.007,117.397,0.063,MBA,14.40,
173509 (2000 UK50),1.953,5.401,0.184,MBA,16.36,
173515 (2000 UY79),1.279,17.784,0.166,MBA,16.87,
173564 (2001 AD22),2.389,5.05,0.078,MBA,16.93,
173864 (2001 TA206),6.587,4.28418,0.065,MBA,14.93,
173974 (2001 XV127),5.863,18.52,0.027,MBA,15.71,
174120 (2002 JC146),2.152,34.8838,0.241,MBA,15.87,
174292 (2002 SG50),3.333,3.87,0.121,MBA,15.77,
174424 (2002 WY13),2.977,7.88421,0.166,MBA,15.43,
174497 (2003 BG22),4.643,16.847,0.062,MBA,15.42,
174542 (2003 FE),10.022,5.119,0.064,MBA,14.03,
174558 (2003 FB99),5.004,5.42,0.093,OMB,14.92,
174607 (2003 RE27),1.679,60.707,0.249,MBA,16.41,
174622 (2003 SN67),1.400,6.059,0.298,MBA,16.66,
174633 (2003 SM110),2.725,3.579,0.054,MBA,16.86,
174659 (2003 SV207),3.314,155.886,0.058,MBA,16.40,
174680 (2003 SC304),2.987,4.35,0.150,MBA,15.46,
174797 (2003 WL146),3.629,15.3427,0.070,MBA,16.10,
174830 (2003 YY79),1.558,42.158,0.290,MBA,16.44,
174934 (2004 CP62),2.042,85.6061,0.185,MBA,15.84,
174946 (2004 CF85),5.834,9.32,0.057,MBA,15.28,
175110 (2004 NF9),4.111,7.8,0.095,MBA,15.45,
175305 (2005 MM3),1.914,133.692,0.175,MBA,16.04,
175313 (2005 MF15),5.163,4.92,0.055,OMB,15.41,
175347 (2005 NV122),5.402,7.25,0.055,MBA,15.32,
175394 (2006 MD15),6.259,13.9811,0.071,OMB,14.80,
175412 (2006 PA9),1.374,7.96,0.214,MBA,16.71,
175471 (2006 QA138),12.638,63.66,0.070,TJN,13.16,
175487 (2006 RW35),6.180,11.13,0.038,MBA,15.21,
175660 (1981 QC3),2.980,5.06056,0.079,MBA,16.28,
175706 (1996 FG3),1.196,3.5942,0.072,APO,18.31,
175799 (1999 RT147),2.995,6.004,0.065,MBA,16.57,
175811 (1999 RS193),4.167,5.53609,0.044,MBA,15.99,
175847 (1999 TF293),3.116,7.678,0.066,MBA,16.50,
176045 (2000 SX309),3.176,44.4873,0.052,MBA,16.46,
176422 (2001 VU26),3.865,6.939,0.130,MBA,15.32,
176534 (2002 AK10),6.790,38.3914,0.061,OMB,14.77,
176636 (2002 LT42),3.085,13.1715,0.074,MBA,16.17,
176865 (2002 TB296),2.203,69.465,0.252,MBA,15.38,
176929 (2002 VW121),1.582,4.37,0.281,MBA,16.23,
177084 (2003 FZ56),3.639,6.06,0.070,MBA,15.81,
177109 (2003 GZ2),6.100,11.85,0.043,MBA,15.22,
177131 (2003 HN51),3.488,4.65,0.159,MBA,15.03,
177183 (2003 ST263),1.667,6.33,0.175,MBA,16.86,
177200 (2003 UL86),1.360,4.51,0.288,MBA,16.57,
177607 (2004 HD1),6.049,3.754,0.046,MBA,15.23,
177724 (2005 GZ223),2.157,7.84,0.380,MBA,15.40,
177798 (2005 LR45),3.122,4.205,0.072,MBA,16.23,
178014 Meslay (2006 RG),4.197,16.27,0.159,MBA,15.12,
178140 (2006 TY70),5.901,76.0835,0.032,MBA,15.61,
178303 (1993 TB27),2.230,8.64,0.355,MBA,15.47,
178581 (1999 XC66),1.298,6.922,0.418,MBA,16.41,
178655 (2000 PO29),4.368,3.75,0.084,MBA,15.25,
178728 (2000 SQ306),3.582,1.35,0.165,MBA,15.08,
178734 (2000 TB2),6.010,4.6,0.071,MBA,14.96,
178787 (2001 CR45),5.450,6.13717,0.072,MBA,15.23,
178950 (2001 QK136),4.698,4.93931,0.088,MBA,15.12,
178955 (2001 QH180),5.127,23.6409,0.046,MBA,15.67,
179151 (2001 TD21),2.278,17.673,0.179,MBA,15.70,
179343 (2001 XW90),3.638,7.779,0.058,MBA,16.17,
179350 (2001 XG123),2.099,18.408,0.210,MBA,15.84,
179530 (2002 CA196),6.208,9.61289,0.032,MBA,15.54,
179572 (2002 FY11),6.644,13.41,0.070,OMB,14.74,
179883 (2002 UE16),3.588,34,0.026,MBA,16.76,
179938 (2002 VK88),2.849,15.603,0.165,MBA,15.66,
180016 (2003 AW1),3.899,14.474,0.053,MBA,15.87,
180095 (2003 EA46),7.971,3.942,0.070,MBA,14.48,
180305 (2003 WD151),4.535,7.35152,0.071,MBA,15.66,
180514 (2004 DB21),4.809,4.095,0.044,MBA,15.89,
180733 (2004 JH42),2.339,9.418,0.223,MBA,15.62,
180919 (2005 LU14),1.941,57.756,0.296,MBA,15.93,
181082 (2005 QC37),3.383,5.1,0.141,MBA,15.34,
181153 (2005 RL22),3.994,131.3,0.211,MBA,14.71,
181249 Tkachenko (2005 UZ158),3.537,2.19,0.089,MBA,15.75,
181293 (2006 PB12),1.136,6.16,0.217,MBA,17.04,
181455 (2006 TL35),5.587,16.6919,0.052,MBA,15.37,
181512 (2006 UT70),3.889,5.748,0.067,MBA,15.99,
181856 (1998 XV3),1.735,43.703,0.406,MBA,15.82,
181931 (1999 TJ138),5.112,3.662,0.074,MBA,15.35,
181958 (1999 UL7),2.406,5.37337,0.289,MCA,15.35,
181966 (1999 UA42),1.698,2.24,0.140,MBA,16.73,
182015 (1999 XH248),3.480,69.1238,0.053,MBA,16.14,
182028 (2000 AL194),2.648,230.399,0.040,MBA,17.17,
182196 (2000 UT45),5.523,6.7,0.053,MBA,15.24,
182220 (2000 XP29),3.016,35.691,0.213,MBA,15.22,
182420 (2001 RQ99),1.772,4.148,0.324,MBA,16.08,
182459 (2001 SZ72),4.931,241.59,0.050,MBA,15.65,
182476 (2001 SD116),4.544,5.86414,0.059,MBA,15.65,
182541 (2001 TP51),11.950,2.75,0.113,TJN,12.87,
182669 (2001 UZ214),10.897,1.28,0.065,TJN,13.37,
182689 (2001 VL46),7.487,169.429,0.066,MBA,14.59,
183017 (2002 PV93),4.507,5.4,0.032,MBA,16.34,
183096 (2002 RP98),1.871,63.0274,0.167,MBA,16.47,
183376 (2002 XM30),3.901,6.689,0.080,MBA,15.78,
183392 (2002 XU72),2.450,2.32,0.061,MBA,16.91,
183520 (2003 FR90),4.789,81.3774,0.058,MBA,15.56,
183581 (2003 SY84),2.340,260,0.303,MCA,15.24,
183849 (2004 BO134),3.443,7.75587,0.049,MBA,16.50,
184135 (2004 JA17),4.104,32.053,0.066,MBA,15.87,
184180 (2004 NN33),6.255,1.78,0.045,MBA,15.04,
184208 (2004 PR94),6.452,2.02,0.047,MBA,15.08,
184222 (2004 RA68),3.839,6.808,0.091,MBA,15.45,
184237 (2004 RM206),3.440,7.532,0.216,MBA,14.94,
184519 (2005 QU10),5.309,16.197,0.040,MBA,15.84,
184616 (2005 RE11),4.092,375.355,0.152,MBA,15.01,
184953 (2005 WL91),4.791,6.09104,0.058,MBA,15.62,
184973 (2005 YN8),6.320,5.33,0.053,OMB,14.91,
184990 (2006 KE89),2.039,2.5435,0.117,APO,16.41,
185062 (2006 RL30),3.124,175.147,0.034,MBA,16.82,
185424 (2006 XJ5),3.410,10.5258,0.087,MBA,15.94,
185492 (2007 HA8),12.094,295.352,0.084,TJN,12.76,
185704 (1998 OD8),3.398,7.964,0.052,MBA,16.44,
185716 (1998 SF35),0.629,6.864,0.339,AMO,17.95,
185851 (2000 DP107),0.863,2.7754,0.137,APO,18.31,3.224e-8
185854 (2000 EU106),1.909,3.505,0.351,MCA,15.52,
185877 (2000 OB8),2.908,2.076,0.363,MBA,15.14,
185935 (2000 UK108),2.128,1.37336,0.324,MBA,15.75,
185967 (2001 HR15),1.884,91.5353,0.238,MBA,15.92,
186109 (2001 TH80),5.708,4.22,0.070,MBA,14.96,
186189 (2001 VM54),1.954,16.196,0.184,MBA,16.17,
186646 (2003 QW64),8.574,148.699,0.055,OMB,14.30,
186865 (2004 HO24),2.726,177.847,0.150,MBA,15.71,
186923 (2004 PS51),4.321,146.856,0.050,MBA,15.99,
186924 (2004 PD60),5.269,23.8134,0.070,MBA,15.35,
187254 (2005 SL237),5.240,6.443,0.054,MBA,15.33,
187319 (2005 US43),6.036,8.36,0.048,MBA,15.20,
187572 (2006 VV142),4.053,10.057,0.082,MBA,15.59,
187612 (2007 AN6),6.060,3.05,0.048,MBA,15.23,
187732 (2008 FM80),3.833,0.82,0.091,MBA,15.48,
187822 (1999 UH7),5.398,3.6421,0.073,MBA,15.14,
187834 (1999 VM121),3.569,9.4,0.066,MBA,15.91,
187876 (2000 QT104),2.236,280.728,0.169,MBA,15.91,
187902 (2000 SJ339),7.553,10.9103,0.040,MBA,15.08,
187974 (2001 QV118),1.688,16.578,0.171,MBA,16.52,
188039 (2001 UG174),2.603,10.121,0.072,MBA,16.75,
188101 (2001 YQ66),4.719,5.64836,0.079,MBA,15.43,
188119 (2002 AV183),4.252,44.0941,0.071,MBA,15.80,
188122 (2002 CH),4.138,249.39,0.044,MBA,15.87,
188162 (2002 GK109),6.658,5.813,0.048,MBA,15.17,
188540 (2004 RZ320),6.192,9.472,0.051,MBA,15.18,
188544 (2004 SC13),4.245,17.3255,0.051,MBA,15.98,
188805 (2005 WT88),2.258,5.82,0.263,MBA,15.43,
188980 (2008 FR15),4.184,1.98,0.077,MBA,15.53,
189028 (1999 TM209),5.640,23.2059,0.061,MBA,15.10,
189039 (2000 LA25),4.601,12.875,0.048,MBA,16.17,
189099 (2001 RO),4.154,5.7161,0.048,MBA,13.64,
189260 (2004 WY8),5.868,5.99141,0.051,MBA,15.22,
189481 (1999 UD38),3.110,81.5306,0.073,MBA,16.18,
189607 (2000 XR36),3.546,103.615,0.223,MBA,14.83,
189611 (2000 YE49),4.244,50.457,0.068,MBA,15.73,
189796 (2002 GL2),4.993,27.336,0.065,MBA,15.33,
190018 (2004 PU16),4.404,25.2244,0.063,MBA,15.85,
190166 (2005 UP156),1.045,40.542,0.234,AMO,17.26,
190254 (2007 GR44),2.891,3.28,0.101,MBA,15.81,
190255 (2007 HG),3.848,4.405,0.069,MBA,15.64,
190312 (1997 TK27),2.494,1.78,0.071,MBA,16.93,
190344 (1998 TO29),5.558,4.1,0.040,MBA,15.36,
190413 (1999 TN284),4.230,36.795,0.057,MBA,15.81,
190428 (1999 VS159),4.144,61.792,0.045,MBA,15.81,
190453 (2000 AQ235),3.630,6.76,0.059,MBA,15.84,
190564 (2000 SU128),2.174,15.254,0.311,MBA,15.58,
190584 (2000 SH311),4.700,5.36,0.067,MBA,15.43,
190650 (2000 XN40),4.257,16.606,0.067,MBA,15.64,
190660 (2000 YE67),5.717,18.7305,0.036,MBA,15.43,
190697 (2001 FQ16),5.287,4.66,0.083,MBA,15.01,
191029 (2002 BR),1.980,2.71,0.236,MBA,15.82,
191097 (2002 EJ10),2.387,9.68652,0.310,MBA,15.51,
191111 (2002 EU71),3.524,11.43,0.075,MBA,16.03,
191119 (2002 EY93),3.013,3.72,0.071,MBA,16.02,
191145 (2002 GH119),2.049,6.152,0.221,MBA,16.01,
191486 (2003 TL7),5.361,36.4469,0.089,MBA,15.03,
191658 (2004 PG91),2.394,3.689,0.093,MBA,16.43,
191755 (2004 SQ54),4.289,5.242,0.055,MBA,15.84,
191865 (2004 XO28),5.207,9.42,0.065,MBA,15.23,
191870 (2004 XT76),6.364,5.52,0.025,MBA,15.75,
191880 (2004 XJ108),2.179,8.36,0.310,MBA,15.76,
192109 (2006 CK39),6.180,3.736,0.061,MBA,15.25,
192136 (2006 DS160),4.564,8.34054,0.037,MBA,16.06,
192224 (2007 VO6),10.675,5.82,0.118,TJN,12.93,
192283 (1981 EE3),4.047,7.349,0.043,MBA,16.36,
192297 (1992 DX9),1.427,1.77,0.346,MBA,16.47,
192591 (1999 CE8),5.946,4.59,0.050,MBA,15.28,
192651 (1999 RS80),4.502,4.73,0.032,MBA,16.24,
192683 (1999 SO27),3.689,13.17,0.050,MBA,15.57,
192724 (1999 TF157),3.771,7.437,0.054,MBA,15.96,
192767 (1999 TV319),3.365,7.768,0.039,MBA,16.58,
192796 (1999 UR56),2.539,5.0301,0.190,MBA,15.54,
192802 (1999 VO16),3.961,6.193,0.041,MBA,16.26,
192861 (1999 VO220),2.841,14.725,0.219,MBA,15.36,
192929 (2000 AT44),13.339,7.027,0.119,TJN,12.64,
192931 (2000 AW71),5.386,27.8166,0.051,MBA,15.48,
192940 (2000 AG206),5.042,6.064,0.053,MBA,15.66,
192964 (2000 CF127),14.539,6.23,0.100,TJN,12.44,
193003 (2000 EO2),3.240,5.45,0.106,MBA,15.87,
193022 (2000 EA57),5.531,35.069,0.059,MBA,15.62,
193061 (2000 GP),3.434,4.68,0.079,MBA,16.05,
193306 (2000 SD285),11.435,14.4193,0.078,OMB,13.58,
193313 (2000 SR308),2.776,157.002,0.076,MBA,16.49,
193369 (2000 UH73),2.056,4.694,0.317,MBA,15.49,
193397 (2000 WQ9),1.821,6.405,0.307,MBA,16.06,
193449 (2000 WW146),9.114,38.44,0.093,OMB,13.82,
193467 (2000 XK17),2.389,6.49,0.214,MBA,15.79,
193476 (2000 XR31),3.530,14.006,0.082,MBA,16.21,
193477 (2000 XO36),2.232,5.412,0.323,MBA,15.41,
193505 (2000 YP36),4.472,2.95,0.067,MBA,15.65,
193542 (2000 YC114),1.821,4.49,0.212,MBA,16.25,
193585 (2001 BB26),4.685,8.14028,0.067,MBA,15.71,
