KIC,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,Mass,E_Mass,e_Mass,Prot,E_Prot,Sph,flag1,flag2,flag3,flag4
11205702,5908.8,124.4,115.6,4.202,0.04,0.043,1.208,0.056,0.078,17.23,1.7,11103,,1,0,
11259993,5773.8,105.9,103.9,4.456,0.031,0.042,0.974,0.053,0.067,11.85,0.87,30076,,1,0,
11259854,5924.4,124.1,114.6,4.248,0.062,0.062,1.072,0.079,0.083,50.11,3.93,12145,,1,0,
11259889,6709.8,134.0,128.1,4.355,0.014,0.02,1.254,0.029,0.036,3.72,0.35,5010,,1,0,
11259788,5660.7,104.2,98.1,4.528,0.023,0.033,0.906,0.039,0.051,30.0,2.73,7173,,1,0,
11259754,6761.7,141.1,132.7,3.914,0.033,0.034,1.515,0.076,0.077,3.81,0.51,2616,,2,0,
11259647,6011.2,119.0,117.2,3.424,0.036,0.036,1.814,0.073,0.071,6.43,0.51,23326,1,2,0,
11259686,6193.2,109.5,102.2,4.389,0.02,0.03,1.137,0.039,0.055,11.81,1.83,1948,,1,0,0
11259642,6023.3,124.6,123.1,3.881,0.057,0.042,1.298,0.16,0.077,21.95,2.2,1464,,1,0,
11259872,6630.5,141.8,135.8,4.015,0.031,0.031,1.379,0.066,0.061,5.82,0.88,3897,,1,0,
11259829,6486.2,127.8,110.4,3.705,0.027,0.034,1.783,0.066,0.114,2.01,0.12,1415,,1,0,
11260102,5831.8,115.2,107.1,4.22,0.038,0.041,1.114,0.066,0.078,20.64,1.99,2263,,1,0,
11260053,5663.2,99.5,95.8,4.541,0.02,0.027,0.896,0.033,0.039,15.1,1.29,7915,,1,0,
11260109,5923.5,114.7,113.9,4.148,0.053,0.056,1.119,0.086,0.091,2.97,0.2,18921,1,1,0,
11152611,5628.2,116.8,111.4,4.28,0.052,0.053,0.949,0.073,0.07,22.89,2.24,7193,,1,0,
11152572,6176.0,134.1,128.4,4.099,0.036,0.036,1.333,0.058,0.068,13.04,1.04,5735,,1,0,
11152637,6199.0,125.7,119.5,4.096,0.028,0.033,1.352,0.053,0.062,9.62,0.18,1392,,1,0,
11205191,6403.1,107.3,108.2,4.426,0.016,0.023,1.095,0.028,0.039,8.69,1.32,3203,,1,0,
11152417,5647.5,99.5,93.7,4.539,0.018,0.029,0.895,0.033,0.047,21.51,2.12,15183,,1,0,
11205192,5902.9,100.1,110.1,4.384,0.028,0.036,1.137,0.05,0.062,13.6,1.84,1779,,1,0,
11416348,6454.7,130.9,125.2,3.88,0.027,0.03,1.677,0.065,0.08,6.9,0.79,7811,,1,0,
11416246,5711.5,116.5,112.7,4.348,0.053,0.053,1.001,0.071,0.071,21.36,3.23,5285,,1,0,
11468301,6862.3,145.0,135.8,4.248,0.027,0.029,1.386,0.059,0.055,4.91,0.41,4937,,2,0,
11468562,5674.3,110.7,102.0,4.555,0.027,0.033,0.869,0.044,0.046,20.21,1.68,10745,,1,0,
11468483,5208.3,92.6,82.0,4.491,0.039,0.036,0.839,0.055,0.051,7.87,0.59,46593,,1,0,
11468737,6714.2,132.8,133.5,4.304,0.023,0.03,1.305,0.043,0.043,1.42,0.08,899,,1,0,
11521365,6092.0,116.4,113.4,4.401,0.032,0.043,1.077,0.055,0.069,9.82,0.78,25260,,1,0,
11521255,5823.0,145.0,145.0,4.252,0.234,0.144,0.843,0.12,0.065,15.4,1.3,7181,,2,,
11521087,5817.8,109.7,103.5,4.506,0.024,0.033,0.943,0.042,0.053,19.93,1.81,10500,,1,0,
11521153,6664.0,134.3,142.8,4.17,0.034,0.032,1.368,0.072,0.059,22.41,0.32,1415,,1,0,
11521242,5981.2,113.5,109.6,4.456,0.027,0.037,1.013,0.047,0.06,20.78,3.54,2237,,1,0,
11363367,6698.0,181.0,242.0,4.003,0.299,0.161,1.339,0.196,0.283,46.69,3.71,75139,,2,,
11415899,5960.6,110.0,114.7,4.141,0.043,0.048,1.142,0.078,0.094,18.11,3.24,1544,,1,0,
11415774,5742.0,156.0,173.0,4.488,0.052,0.195,0.974,0.114,0.114,22.11,2.27,3865,,2,,
11415618,5983.7,120.1,120.2,3.953,0.07,0.069,1.243,0.125,0.095,11.37,0.9,21158,,1,0,
11467985,5806.0,94.0,91.4,4.498,0.017,0.026,0.981,0.032,0.043,12.88,1.17,22625,,1,0,
11468035,5466.3,97.5,97.0,4.54,0.026,0.039,0.846,0.039,0.053,29.97,4.34,3133,,1,0,
11415401,5674.4,120.5,115.7,4.38,0.052,0.054,0.955,0.073,0.073,16.99,1.53,23081,,1,0,
11467509,6274.1,142.4,134.1,4.185,0.047,0.045,1.247,0.064,0.079,8.01,0.83,3426,,1,0,
11467572,5854.9,119.9,116.9,4.167,0.049,0.055,1.077,0.09,0.086,12.52,0.86,9568,,1,0,
11467568,5671.5,103.4,100.3,4.2,0.04,0.04,1.021,0.077,0.07,11.57,1.84,686,,1,0,
11467601,5474.8,138.6,134.9,4.325,0.156,0.233,0.909,0.093,0.073,23.7,3.18,4323,,1,,
11467460,5769.6,132.1,113.4,4.238,0.034,0.034,1.167,0.055,0.069,12.44,0.9,12019,,1,0,
11467466,5775.3,112.9,110.2,4.397,0.04,0.046,0.986,0.07,0.076,12.44,0.96,12198,,1,0,
11467764,5999.3,106.8,116.2,4.056,0.046,0.057,1.177,0.096,0.09,6.05,0.46,19849,,1,0,
11467746,5895.5,107.6,116.6,4.107,0.035,0.05,1.149,0.086,0.092,22.47,2.72,2771,,1,0,
11520290,5350.1,109.8,104.0,4.498,0.047,0.059,0.863,0.055,0.058,1.3,0.09,115298,1,1,0,
11520210,5465.9,100.6,98.7,4.515,0.029,0.043,0.888,0.045,0.06,21.66,1.76,7241,,1,0,
11520097,5104.2,91.8,87.9,4.599,0.02,0.029,0.762,0.032,0.044,8.93,0.8,2872,,1,0,
11520771,5968.8,135.3,129.8,3.825,0.06,0.039,1.316,0.178,0.073,49.08,5.86,3090,,1,0,
11520384,6219.1,135.7,126.5,4.21,0.059,0.065,1.212,0.069,0.086,3.65,0.32,9649,,1,0,
11571971,5455.8,107.5,107.0,4.489,0.04,0.052,0.891,0.054,0.063,23.05,2.06,11566,,1,0,
11572136,5078.6,26.5,18.3,4.773,0.005,0.006,0.609,0.005,0.007,6.19,0.67,30559,,1,,
11623700,6502.4,140.1,133.4,4.242,0.032,0.036,1.297,0.062,0.061,3.18,0.28,1068,,1,0,
11623514,5159.9,85.0,79.6,4.573,0.013,0.021,0.868,0.026,0.031,26.48,2.25,13032,,1,0,
11623629,5540.0,90.6,88.3,4.521,0.024,0.035,0.887,0.04,0.053,24.1,4.58,3138,,1,0,0
11623743,5510.8,90.7,83.5,4.319,0.031,0.023,0.814,0.044,0.031,25.0,2.13,2312,,1,0,
11469346,6512.7,135.0,143.9,4.23,0.033,0.036,1.303,0.063,0.062,6.24,0.42,555,,1,0,
11469178,5331.2,96.2,86.7,4.318,0.035,0.033,0.934,0.051,0.047,11.06,1.06,51924,,1,0,
11469284,5882.4,112.9,111.6,4.395,0.039,0.047,1.021,0.065,0.076,9.43,0.67,68885,,1,0,
11521861,5877.8,119.8,114.1,4.198,0.078,0.076,1.072,0.089,0.086,5.16,0.14,35036,,1,0,
11521868,5295.6,104.9,92.6,4.46,0.05,0.047,0.856,0.06,0.052,27.61,4.58,7722,,1,0,
11521819,5346.5,127.9,123.8,3.782,0.025,0.028,1.312,0.044,0.061,31.49,2.19,91059,,1,0,
11521629,6120.9,111.6,108.6,4.356,0.032,0.039,1.111,0.062,0.076,8.41,0.82,2476,,1,0,
11521745,5278.4,77.7,76.8,4.518,0.019,0.029,0.961,0.032,0.043,43.92,5.04,7778,,1,0,
11521361,6431.8,131.2,123.9,3.948,0.042,0.042,1.446,0.075,0.085,14.47,1.29,7614,,1,0,
11572729,6194.2,165.4,139.2,4.405,0.019,0.028,1.1,0.045,0.063,8.6,0.67,3187,,1,0,
11572904,5995.5,125.3,127.3,3.927,0.055,0.042,1.252,0.148,0.078,14.03,1.52,1287,,1,0,
11572823,6047.0,181.0,181.0,4.358,0.158,0.193,0.889,0.119,0.089,9.55,0.7,6107,,2,,
11624538,5417.0,204.0,185.0,4.565,0.043,0.128,0.854,0.087,0.087,7.1,0.51,40369,,2,,
11624619,6064.6,123.0,122.6,4.331,0.042,0.046,1.099,0.07,0.081,10.51,1.96,2175,,1,0,
11572461,6093.2,114.5,114.7,4.365,0.032,0.04,1.098,0.062,0.077,2.78,0.19,55751,1,1,0,
11624183,5783.3,103.3,101.1,4.375,0.037,0.041,1.023,0.069,0.07,12.0,1.65,5873,,1,0,
11624505,6280.6,148.6,173.4,4.173,0.032,0.027,1.312,0.063,0.068,11.85,1.08,920,,1,0,
11624088,6197.9,132.1,124.7,4.035,0.031,0.032,1.459,0.054,0.062,4.79,0.76,1459,,1,0,
11674585,6360.5,126.5,123.9,4.393,0.034,0.044,1.093,0.052,0.06,11.91,0.75,718,,1,,
11725962,5937.0,178.0,196.0,4.267,0.214,0.175,0.942,0.142,0.107,11.04,0.94,7246,,2,,
11725906,6431.9,130.0,133.5,3.977,0.03,0.032,1.577,0.061,0.071,4.45,0.35,1971,,1,0,
11725737,6144.9,109.8,111.4,4.359,0.023,0.028,1.187,0.044,0.063,14.08,3.07,666,,1,0,
11675036,5786.0,113.4,107.0,4.532,0.021,0.029,0.91,0.038,0.046,16.77,1.41,14562,,1,0,
11674908,6776.4,145.3,142.0,4.087,0.033,0.034,1.558,0.072,0.075,3.19,0.43,1707,,2,0,
11726264,5615.2,93.2,92.7,4.558,0.015,0.02,0.896,0.027,0.029,7.87,0.56,51591,,1,0,
11726011,5940.6,125.4,116.7,4.306,0.038,0.04,1.127,0.068,0.071,7.44,0.56,34643,,1,0,
11726065,5314.1,86.2,85.9,4.508,0.028,0.038,0.905,0.046,0.055,15.19,1.2,35053,,1,0,
11726047,6130.8,119.4,119.8,4.238,0.044,0.037,1.167,0.063,0.074,15.09,1.24,2607,,1,0,
11725951,5824.7,116.8,112.8,4.331,0.047,0.048,1.009,0.076,0.077,9.22,0.72,6146,,1,0,
11776028,6411.3,141.5,125.0,4.067,0.03,0.031,1.403,0.066,0.062,15.1,2.75,906,,1,0,
11776067,5713.0,152.0,152.0,4.409,0.12,0.18,0.895,0.125,0.083,17.11,1.56,15933,,2,,
11467161,6044.2,121.7,115.1,4.523,0.029,0.032,0.931,0.047,0.046,13.15,1.21,3613,,1,0,
11519670,5591.8,101.9,96.5,4.558,0.018,0.028,0.868,0.031,0.043,9.69,0.71,47129,,1,0,
11467031,5512.6,130.3,126.0,3.727,0.031,0.036,1.304,0.062,0.078,3.33,0.25,111536,,1,0,
11519569,6178.1,118.4,114.4,4.341,0.044,0.052,1.132,0.063,0.075,18.83,1.62,2552,,1,0,
11519901,6371.5,141.2,127.1,4.091,0.033,0.034,1.333,0.059,0.058,7.43,0.79,908,,1,0,
11519769,5356.7,97.0,87.6,4.416,0.042,0.036,0.866,0.065,0.051,27.04,3.61,7535,,1,0,
11520000,6009.3,103.8,99.7,4.448,0.02,0.031,1.036,0.037,0.053,12.96,1.69,6087,,1,0,
11571404,6048.5,117.8,120.0,3.94,0.047,0.044,1.275,0.134,0.08,16.32,3.05,875,,1,0,
11571093,6015.1,124.2,127.6,4.373,0.032,0.04,1.069,0.068,0.08,22.15,38.25,601,,1,0,
11519269,5767.3,109.0,110.4,4.121,0.047,0.044,1.053,0.103,0.079,12.77,1.09,23791,,1,0,
11519241,5138.5,119.7,109.7,3.863,0.042,0.049,0.969,0.07,0.08,79.16,2.66,11212,,1,0,
11570749,5231.7,93.5,91.6,4.564,0.023,0.035,0.821,0.035,0.053,26.3,2.57,18322,,1,0,1
11570642,5081.4,87.4,80.7,4.579,0.022,0.031,0.788,0.034,0.048,25.94,2.05,18650,,1,0,
11570520,5569.0,114.3,111.1,4.233,0.044,0.043,0.935,0.071,0.066,44.54,8.55,3990,,1,0,
11570559,6208.5,118.6,123.8,3.716,0.038,0.058,1.656,0.092,0.182,5.0,0.63,3140,,1,0,
11622728,4602.5,75.7,71.4,4.569,0.025,0.019,0.739,0.033,0.026,38.24,4.21,11229,,1,0,
11570796,5369.1,140.9,196.6,4.061,0.337,0.293,0.927,0.23,0.105,14.9,1.26,11515,,1,,
11570683,5312.1,98.5,92.0,4.534,0.028,0.039,0.854,0.042,0.057,25.4,2.68,8807,,1,0,
11622584,5913.4,109.7,104.6,4.497,0.02,0.029,0.966,0.037,0.052,22.23,2.71,1059,,1,0,
11571396,5624.6,104.4,101.0,4.335,0.041,0.04,0.907,0.068,0.06,14.61,1.1,1268,,1,0,
11623458,5232.4,79.9,67.8,4.287,0.03,0.025,0.892,0.038,0.025,30.17,2.06,1307,,1,0,
11571485,5129.7,98.3,93.2,4.592,0.026,0.034,0.77,0.043,0.048,21.51,1.77,9043,,1,0,
11623207,5260.5,103.9,96.5,4.604,0.019,0.029,0.771,0.033,0.043,26.66,3.86,2213,,1,0,
11623219,5976.0,117.9,110.7,4.513,0.026,0.031,0.942,0.044,0.049,10.76,0.91,6168,,1,0,
11673674,5886.3,126.0,117.6,4.386,0.043,0.043,0.84,0.062,0.054,4.68,0.34,8430,,1,0,
11622872,5499.6,114.9,108.9,4.391,0.046,0.045,0.903,0.071,0.064,29.0,3.65,3318,,1,0,
11623045,5325.4,93.8,90.5,4.568,0.02,0.034,0.829,0.033,0.051,21.93,2.61,4619,,1,0,
11673119,5859.9,116.3,113.9,4.382,0.047,0.054,1.015,0.069,0.077,23.21,2.4,2173,,1,0,
11673354,6061.8,206.2,175.4,4.119,0.032,0.045,1.211,0.079,0.117,27.37,2.92,745,,1,0,
11673592,7004.9,139.7,151.6,3.969,0.034,0.035,1.626,0.084,0.087,3.59,0.61,2051,,2,0,
11724928,5787.3,144.2,135.3,3.875,0.053,0.037,1.268,0.118,0.065,28.54,2.21,1593,,3,0,
11673463,6036.0,183.0,164.0,4.029,0.266,0.114,1.063,0.172,0.154,12.36,1.3,7966,,2,,
11724560,5641.8,97.6,96.7,4.432,0.036,0.04,0.951,0.064,0.064,6.85,0.49,26566,,1,0,
11724820,6076.3,114.3,108.9,4.147,0.032,0.037,1.208,0.06,0.084,11.0,1.01,1229,,1,0,
11570377,5292.0,159.0,143.0,4.511,0.068,0.102,0.833,0.094,0.071,27.8,2.33,8417,,2,,
11570543,5722.7,108.2,106.5,4.435,0.039,0.047,0.966,0.062,0.071,19.09,2.15,8274,,1,0,
11622253,6124.7,110.4,104.4,4.423,0.021,0.032,1.072,0.04,0.061,7.54,0.56,25051,,1,0,
11622383,5254.0,101.0,90.1,4.467,0.044,0.038,0.848,0.059,0.05,25.76,2.25,18542,,1,0,
11622404,6110.0,119.0,107.9,4.144,0.033,0.038,1.206,0.064,0.088,3.75,0.33,8151,,1,0,
11622185,5222.7,105.3,98.4,4.55,0.032,0.044,0.824,0.045,0.054,20.21,1.72,22432,,1,0,
11672659,5955.8,117.5,115.2,4.337,0.047,0.05,1.056,0.073,0.079,22.89,2.51,1847,,1,0,
11672711,5719.0,123.9,119.3,3.757,0.082,0.079,1.297,0.111,0.104,22.09,2.23,3280,,1,0,
11621759,5396.8,95.8,94.1,4.518,0.031,0.044,0.874,0.046,0.059,25.94,2.98,5324,,1,0,
11621592,5516.9,123.2,119.8,3.753,0.03,0.035,1.27,0.06,0.076,47.34,7.11,11040,,1,0,
11672092,5647.1,120.1,115.7,3.922,0.037,0.035,1.076,0.068,0.061,3.7,0.26,31171,1,1,0,
11672204,5266.3,104.4,95.2,4.486,0.045,0.046,0.85,0.056,0.053,21.51,2.2,9676,,1,0,
11672248,6301.8,135.0,142.5,4.168,0.039,0.036,1.262,0.063,0.076,15.24,1.77,2420,,1,0,
11672165,5988.4,118.4,111.2,4.186,0.039,0.043,1.158,0.067,0.084,22.76,1.84,1157,,1,0,
11672354,5670.3,241.8,166.0,4.392,0.104,0.117,0.955,0.114,0.087,22.86,2.24,886,,1,,1
11673124,6302.7,119.8,113.4,4.349,0.025,0.037,1.174,0.05,0.069,20.05,4.15,937,,1,0,
11724094,6120.0,118.8,115.0,4.272,0.035,0.045,1.142,0.071,0.08,13.04,0.85,1157,,1,0,
11724090,5006.2,84.7,79.6,4.573,0.023,0.031,0.784,0.036,0.046,17.23,1.35,44217,,1,0,
11724221,6083.3,124.1,107.4,4.095,0.055,0.057,1.225,0.074,0.1,15.95,2.28,6932,,1,0,
11724540,6525.1,135.3,124.5,4.268,0.03,0.034,1.291,0.058,0.059,1.56,0.12,2556,1,1,0,
11724368,5947.5,108.1,105.3,4.113,0.029,0.038,1.256,0.055,0.097,22.23,3.95,1068,,1,0,
11724416,5694.8,103.9,98.2,4.544,0.019,0.028,0.891,0.033,0.044,20.78,2.32,5012,,1,0,
11774612,5851.6,110.1,105.8,4.462,0.034,0.045,0.984,0.054,0.064,17.21,1.71,4915,,1,0,
11723980,5561.8,105.2,103.4,4.464,0.047,0.06,0.917,0.059,0.064,12.61,1.01,49275,,1,0,
11723821,5132.9,94.9,88.0,4.57,0.025,0.035,0.8,0.038,0.05,19.93,1.54,33197,,1,0,
11773785,5922.8,107.1,102.0,4.495,0.018,0.029,0.97,0.034,0.052,26.36,2.5,741,,1,0,
11773959,6409.5,148.0,125.4,4.143,0.05,0.051,1.22,0.055,0.075,18.87,1.79,1236,,1,0,
11773902,5634.7,99.6,95.9,4.507,0.033,0.046,0.915,0.05,0.057,19.93,1.99,6631,,1,0,
11774275,5767.7,108.0,102.2,4.517,0.024,0.034,0.925,0.042,0.051,20.07,2.02,9251,,1,0,
11774319,4747.2,74.3,70.7,4.563,0.027,0.021,0.747,0.037,0.03,31.06,3.11,17422,,1,0,
11774063,5103.5,96.0,88.6,4.545,0.036,0.044,0.808,0.046,0.049,7.82,0.54,84550,,1,0,
11824998,5962.1,124.3,126.1,3.911,0.107,0.102,1.261,0.133,0.11,29.14,2.19,4887,,1,0,
11674221,7053.3,150.5,179.5,4.384,0.016,0.017,1.24,0.028,0.027,2.34,0.17,10835,1,2,0,
11725189,5570.5,176.3,328.9,4.329,0.133,0.248,0.999,0.143,0.122,22.89,2.02,4945,,1,,
11775609,5708.9,115.0,112.1,4.42,0.042,0.049,0.964,0.067,0.073,25.92,3.02,5391,,1,0,
11775559,5434.3,100.9,91.6,4.414,0.042,0.036,0.852,0.062,0.051,12.27,1.05,26166,,1,0,
11775432,6169.3,106.8,103.5,4.367,0.02,0.028,1.193,0.04,0.056,12.15,1.47,5535,,1,0,
11775020,5803.3,120.7,123.1,4.185,0.045,0.049,1.044,0.087,0.083,25.4,2.88,3016,,1,0,
11826707,5870.0,158.0,158.0,4.158,0.293,0.158,0.978,0.14,0.115,12.34,1.14,13870,,2,,
11775673,5811.1,102.2,97.3,4.47,0.021,0.03,1.006,0.039,0.053,6.58,0.5,19109,,1,0,
11775530,6124.0,82.0,82.0,3.85,0.21,0.09,1.255,0.143,0.191,4.03,0.37,743,,2,,
11826476,6072.7,126.7,119.1,4.076,0.099,0.094,1.365,0.098,0.088,3.47,0.25,19914,1,1,,
11826653,5955.9,128.8,121.4,4.265,0.05,0.052,1.042,0.076,0.074,20.12,1.82,4376,,1,0,
11826449,6131.2,120.3,117.0,4.325,0.036,0.044,1.126,0.067,0.079,4.45,0.33,38863,1,1,0,
11876152,6695.1,164.5,148.4,4.328,0.019,0.023,1.254,0.041,0.051,2.97,0.32,2711,1,3,0,
11876010,6200.6,121.8,116.0,4.291,0.042,0.043,1.164,0.066,0.078,2.57,0.33,1587,,1,0,
11876119,5619.1,121.7,112.6,4.035,0.049,0.039,1.07,0.074,0.065,10.83,0.81,18065,,1,0,
11876321,6302.3,128.7,138.4,4.209,0.035,0.044,1.244,0.061,0.076,2.79,0.26,4180,,1,0,
11876339,6099.7,116.7,112.5,4.461,0.019,0.029,1.026,0.036,0.052,6.34,0.46,36455,,1,0,
11926316,5892.2,109.8,102.0,4.456,0.026,0.036,1.001,0.046,0.064,7.54,0.6,7344,,1,0,
11926310,5764.5,94.8,92.7,4.527,0.016,0.022,0.94,0.029,0.036,7.5,0.56,19659,,1,0,
11774913,5763.4,132.1,127.4,4.002,0.07,0.058,1.105,0.105,0.08,13.61,1.0,57403,,1,0,
11825671,6012.1,96.6,99.9,4.095,0.034,0.046,1.205,0.068,0.106,3.9,0.35,5759,,1,0,
11825514,5983.4,104.9,101.1,3.961,0.029,0.05,1.406,0.057,0.137,14.19,1.43,645,,1,0,
11825438,5605.5,99.2,98.5,4.457,0.036,0.044,0.933,0.059,0.067,16.76,1.91,19285,,1,0,
11825459,5871.0,142.2,150.3,4.186,0.046,0.052,1.075,0.093,0.097,1.3,0.09,10982,1,1,0,
11875813,5817.2,142.4,136.5,4.147,0.037,0.042,1.098,0.091,0.089,8.72,0.63,6362,,1,0,
11825655,4734.0,76.9,74.9,4.631,0.018,0.023,0.685,0.025,0.028,25.94,2.72,9406,,1,0,
11825415,5710.4,106.0,105.0,4.48,0.032,0.042,0.936,0.048,0.057,11.2,0.83,36266,,1,0,
11875181,5482.1,93.6,96.8,4.468,0.029,0.038,0.981,0.048,0.06,44.22,4.9,5196,,1,0,
11875432,5164.0,155.9,108.9,4.574,0.021,0.032,0.804,0.038,0.052,28.38,4.09,7428,,1,0,
11875464,5370.0,164.2,117.0,4.576,0.015,0.024,0.843,0.027,0.039,29.55,5.45,8443,,1,0,
11875817,5094.0,94.1,88.6,4.564,0.026,0.035,0.8,0.039,0.049,26.3,2.72,6487,,1,0,
11875733,5559.9,87.4,83.6,4.494,0.021,0.031,0.964,0.04,0.052,25.2,3.95,5716,,1,0,
11925968,6275.3,123.9,119.4,4.318,0.033,0.033,1.174,0.062,0.068,8.25,0.69,606,,1,0,
11975518,4977.8,82.0,76.5,4.584,0.02,0.029,0.786,0.031,0.041,9.69,0.71,44223,,1,0,
11975356,6068.1,122.1,121.9,4.33,0.047,0.053,1.099,0.07,0.08,10.02,0.85,11770,,1,0,
11974824,5462.0,108.9,106.2,4.485,0.036,0.045,0.895,0.056,0.064,18.96,1.72,27504,,1,0,
11975179,5195.8,103.5,97.2,4.546,0.029,0.04,0.826,0.043,0.054,10.03,0.73,43677,,1,0,
11975230,5326.5,88.1,84.3,4.586,0.018,0.03,0.807,0.029,0.046,32.38,2.1,3573,,1,0,
11975373,6074.4,157.5,137.8,4.341,0.035,0.038,1.052,0.079,0.077,12.86,1.03,21699,,1,0,
12024757,6642.0,140.1,131.6,3.843,0.033,0.033,1.72,0.075,0.086,4.66,0.49,1722,,1,0,
12024638,6222.6,137.0,130.5,4.294,0.041,0.045,1.169,0.065,0.074,19.93,2.71,1697,,1,0,
12024587,6764.3,135.4,129.0,4.289,0.022,0.027,1.335,0.045,0.05,4.6,0.44,4512,,3,0,
12073754,6263.1,105.8,100.4,4.406,0.015,0.018,1.158,0.029,0.035,11.13,1.42,5499,,1,0,
12073750,5325.0,159.0,143.0,4.506,0.095,0.085,0.746,0.11,0.055,8.74,0.76,10724,,2,,
1849885,5848.6,105.8,102.5,4.483,0.021,0.033,0.975,0.038,0.059,23.7,2.58,4027,,1,0,
1996492,5842.9,113.5,109.9,4.184,0.049,0.053,1.064,0.086,0.084,19.52,1.5,2298,,1,0,
1996719,6105.1,118.1,125.7,3.852,0.065,0.069,1.392,0.148,0.116,6.36,0.95,5443,,1,0,
1996760,6179.1,114.3,110.6,4.373,0.027,0.039,1.122,0.052,0.072,13.08,1.89,3317,,1,0,
1996721,4926.5,80.1,77.1,4.591,0.02,0.028,0.762,0.031,0.039,31.93,3.42,9228,,1,0,
1701672,5696.1,118.7,118.6,4.125,0.058,0.059,1.018,0.091,0.077,17.0,1.2,3828,,1,0,
1701551,5432.2,125.4,121.7,3.825,0.042,0.045,1.14,0.072,0.079,26.12,2.82,7341,,1,0,
1701554,6044.9,112.6,116.3,3.899,0.052,0.039,1.296,0.15,0.077,2.87,0.27,15647,1,1,0,
1849386,5966.0,107.8,104.9,4.412,0.032,0.043,1.041,0.055,0.071,8.86,0.66,33815,,1,0,
1849610,5572.9,118.7,113.7,4.325,0.055,0.053,0.926,0.072,0.066,24.54,2.12,6431,,1,0,
1849547,5498.0,127.4,121.8,4.465,0.038,0.044,0.907,0.063,0.068,21.07,1.73,27964,,1,0,
1849785,5949.8,121.6,109.8,4.197,0.043,0.049,1.107,0.077,0.086,12.53,1.91,10142,,1,0,
1849471,6668.9,141.0,144.8,4.204,0.031,0.031,1.355,0.071,0.06,4.95,0.87,1245,,1,0,
1849587,5530.4,102.0,96.9,4.271,0.04,0.04,0.917,0.067,0.061,32.78,5.07,2432,,1,0,
1849326,5419.3,100.7,99.4,4.51,0.032,0.045,0.882,0.048,0.061,29.56,6.01,8783,,1,0,
1849500,6026.0,111.0,107.9,4.062,0.042,0.057,1.226,0.077,0.109,15.4,2.17,5226,,1,0,
1849581,6606.2,137.4,133.0,4.217,0.032,0.033,1.333,0.067,0.056,8.42,0.8,846,,1,0,
1849159,6074.1,113.3,116.5,4.248,0.037,0.041,1.133,0.071,0.082,45.73,2.87,1759,,1,0,
1849130,5638.2,114.6,109.0,4.204,0.076,0.075,0.968,0.077,0.072,18.99,2.13,2190,,1,0,
1995195,6324.4,125.4,118.4,3.958,0.036,0.041,1.406,0.067,0.105,7.39,0.64,1027,,1,0,
1849238,5229.1,90.3,84.9,4.522,0.033,0.039,0.842,0.047,0.055,25.94,3.92,4427,,1,0,
1849398,5691.8,113.2,108.2,4.37,0.056,0.058,0.961,0.073,0.072,4.11,0.23,1984,,1,0,
1995656,5727.1,120.2,115.4,3.993,0.097,0.085,1.097,0.098,0.087,22.42,2.83,2650,,1,0,
1995845,5938.6,125.4,119.8,4.189,0.048,0.05,1.015,0.082,0.073,18.21,1.77,9788,,1,0,
1995443,5942.8,107.4,105.9,4.412,0.03,0.041,1.035,0.057,0.072,16.06,1.48,15097,,1,0,
1995351,5898.5,116.3,107.6,4.206,0.039,0.045,1.081,0.076,0.084,3.26,0.25,41817,1,1,0,
1995526,5771.0,155.0,155.0,4.563,0.044,0.176,0.879,0.096,0.087,18.96,1.66,15174,,2,,
1996169,6102.7,115.9,116.7,4.293,0.042,0.042,1.124,0.072,0.079,6.99,0.58,18374,,1,0,
1996180,6104.5,113.4,111.1,4.351,0.034,0.04,1.118,0.06,0.069,6.88,0.98,1486,,1,0,0
1996162,5649.2,103.5,96.8,4.556,0.016,0.026,0.876,0.029,0.041,10.23,0.76,41873,,1,0,
1996088,5162.0,119.3,108.0,3.688,0.041,0.063,1.214,0.095,0.141,90.94,8.19,23461,,1,0,
1996021,6276.5,138.8,125.8,4.143,0.037,0.042,1.274,0.061,0.077,3.49,0.26,861,,1,0,
1996181,5550.0,166.0,149.0,4.347,0.2,0.22,0.828,0.122,0.071,27.04,5.62,2183,,2,,
2141746,6106.7,119.4,107.9,4.035,0.054,0.061,1.274,0.081,0.109,15.0,1.25,5712,,1,0,
2142026,5466.1,101.3,96.6,4.478,0.067,0.115,0.886,0.058,0.054,20.04,2.06,4940,,1,,
2141927,5306.9,78.2,68.9,4.338,0.032,0.027,0.845,0.038,0.027,19.64,2.59,2086,,1,0,
1995840,5257.2,90.6,85.3,4.54,0.028,0.038,0.842,0.041,0.056,11.85,1.0,27644,,1,0,
2141655,5576.3,94.8,93.0,4.454,0.033,0.043,1.002,0.05,0.06,24.71,2.4,10719,,1,0,
2141812,5594.8,247.8,161.5,4.242,0.167,0.109,0.952,0.138,0.09,18.32,1.8,12918,,1,,
2141736,5798.3,113.1,113.2,4.158,0.043,0.045,1.053,0.09,0.076,25.03,4.27,1779,,1,0,
2141852,5828.3,107.9,106.5,4.427,0.034,0.044,0.998,0.058,0.073,16.42,1.84,8932,,1,0,
2283989,5784.0,123.1,117.1,4.187,0.04,0.042,1.034,0.089,0.082,10.8,0.93,2158,,1,0,
